,media_id,favorites,coins,views,danmakus,media_tags,score,cm_count
280,1655,467213,25740,28389271,169051,"['日常', '少女', '泡面']",9.6,2590.0
281,2595,470139,22746,10890240,512439,"['奇幻', '日常', '声控', '小说改']",9.4,1128.0
282,6445,419873,74357,8744152,203180,"['日常', '励志', '漫画改']",9.8,12592.0
283,965,421834,34960,5343483,303269,"['科幻', '校园', '战斗', '热血']",8.9,1567.0
284,1505,421907,22560,15649946,659336,"['奇幻', '日常', '声控', '小说改']",9.5,1205.0
285,2687,424704,32281,1686393,43614,"['科幻', '催泪', '校园', '穿越']",9.5,3141.0
286,863,424853,7302,3170774,60401,"['奇幻', '战斗', '智斗', '原创', '穿越']",9.2,1723.0
287,77352,427241,14172,6498985,99133,"['机战', '原创', '科幻']",6.5,4694.0
288,426,429622,21176,3544947,164591,"['校园', '战斗', '奇幻']",9.4,1439.0
289,5125,430374,18154,8479302,37275,['恋爱'],9.8,2903.0
290,5506,431642,21474,7874331,382515,['魔法'],8.0,1762.0
291,868,434001,27993,9683471,446236,"['日常', '游戏改']",9.3,1437.0
292,984,438911,12370,5713328,146723,"['奇幻', '热血', '战斗', '架空', '冒险']",9.4,2270.0
293,6421,438790,25090,8939908,355542,['日常'],9.5,6653.0
294,311,440252,13620,20603432,262099,"['日常', '泡面', '治愈']",9.5,1103.0
295,120712,441154,14320,3273027,182593,"['校园', '运动']",9.6,2063.0
296,139432,443975,50193,14308125,117485,"['热血', '战斗']",8.8,5310.0
297,28222678,100115,10923,1024035,13224,"['漫画改', '热血', '恋爱', '少女', '社团', '励志', '运动']",9.8,1942.0
298,698,399142,6907,1025376,36241,"['奇幻', '魔法']",9.6,2408.0
299,5267026,404943,33829,8217539,77052,"['治愈', '神魔', '漫画改']",9.7,2825.0
300,28222742,406335,11226,4144987,67963,"['漫画改', '奇幻', '冒险', '美食']",5.1,3142.0
301,3242,408367,11983,3458647,144580,"['校园', '日常', '治愈', '励志']",9.7,1703.0
302,1564,409867,9174,4692239,112828,"['科幻', '热血', '智斗']",9.7,1993.0
303,4404,409998,9366,6306146,56168,['战斗'],9.5,1612.0
304,3297,410587,21695,6155157,83289,"['奇幻', '校园']",9.6,1231.0
305,5038,410754,23545,8038741,510170,"['乙女', '音乐', '偶像']",9.6,1297.0
306,631,411810,9763,1268043,24112,"['日常', '校园', '小说改']",9.7,2585.0
307,78612,411739,15626,9439041,60040,"['搞笑', '机战', '科幻']",9.2,2103.0
308,5802,412073,14353,6717441,124774,['推理'],7.9,1139.0
309,1293,412269,10187,1005274,23191,"['萌系', '搞笑', '日常', '治愈']",9.8,5978.0
310,5195852,412839,44724,4301471,53396,"['搞笑', '校园', '漫画改']",9.8,8824.0
311,2844,413081,41908,4214330,272737,"['日常', '奇幻', '治愈']",9.4,2504.0
312,80092,457365,12722,4889333,125224,"['萌系', '校园', '战斗', '热血', '魔法']",9.5,1597.0
313,3446,376995,10562,2977247,42112,"['奇幻', '日常', '治愈']",9.7,2005.0
314,141252,377258,24755,1949967,51551,"['热血', '奇幻', '战斗', '魔法', '漫画改', '穿越']",9.5,3020.0
315,1625,379002,14144,10618476,869778,"['运动', '热血', '声控', '社团']",9.1,909.0
316,3498,381315,24647,5749102,270472,"['萌系', '校园', '日常']",9.5,1402.0
317,5994,384494,10795,4730651,183628,"['机战', '科幻', '原创']",9.0,446.0
318,5513,384488,23699,5890307,226162,"['战斗', '魔法', '原创', '架空']",9.2,1303.0
319,735,385361,3321,1331489,59944,"['日常', '少女', '恋爱']",8.4,1030.0
320,6326,386633,18180,6849184,216929,"['奇幻', '日常', '漫画改']",9.0,1796.0
321,3116,387278,18529,13526523,99651,"['萌系', '日常']",9.2,992.0
322,3072,389101,13430,16959483,381912,"['少女', '奇幻', '架空', '冒险']",9.7,1947.0
323,193,389566,3099,528468,8553,"['奇幻', '日常', '推理']",9.1,1325.0
324,6260,390394,32818,28293047,488228,['搞笑'],9.8,3312.0
325,6435,391634,8015,5492934,76216,"['恋爱', '乙女', '游戏改', '奇幻', '架空', '冒险']",9.0,1286.0
326,3107,392565,26858,10174109,406583,"['奇幻', '少女', '架空']",9.6,1232.0
327,8292,396165,56966,3630925,131392,"['催泪', '治愈']",9.7,2877.0
328,919,358384,13471,3559529,217503,"['日常', '治愈']",8.8,979.0
329,28221546,359057,23910,2405543,69042,"['原创', '日常', '职场', '励志', '催泪', '治愈']",9.9,12594.0
330,3101,359062,31660,7981979,383452,"['奇幻', '日常', '声控']",9.4,1651.0
331,142612,359364,24844,9090652,26112,['漫画改'],9.6,2602.0
332,3054,360127,20564,9952616,261216,"['热血', '战斗', '奇幻']",9.8,4324.0
333,1073,361061,7545,3347452,130246,"['奇幻', '神魔', '冒险']",9.6,1698.0
334,5346052,361263,18184,6081466,60257,"['战斗', '原创']",8.5,1613.0
335,845,568388,20088,4939986,374811,"['日常', '治愈', '催泪', '原创', '励志']",9.6,4036.0
336,2061,362436,6382,826506,42998,"['日常', '少女']",9.7,2473.0
337,1463,362716,5234,3393407,203512,"['科幻', '热血', '架空', '穿越', '冒险']",9.6,880.0
338,3119,363326,15960,7321145,265144,['校园'],7.4,378.0
339,77972,367358,41610,6299434,204034,"['游戏改', '运动', '偶像']",9.6,5156.0
340,5796,370414,22130,6778984,256369,"['萌系', '日常', '架空']",9.7,5966.0
341,75052,371947,36865,3850421,164109,[],9.6,3241.0
342,78272,372173,9944,4510169,68913,"['恋爱', '奇幻', '漫画改']",8.2,2273.0
343,3361,335303,5790,1919624,67998,"['奇幻', '战斗']",8.4,797.0
344,122732,335455,25153,15440448,225095,"['热血', '机战', '科幻', '战斗']",9.4,1621.0
345,79332,336095,19109,4923777,113441,"['音乐', '原创', '架空']",9.4,10724.0
346,296,337815,16518,6856876,364478,"['奇幻', '日常', '治愈', '萝莉']",9.3,1332.0
347,28222624,338984,14968,2998561,54221,"['小说改', '穿越', '架空', '励志']",9.4,2572.0
348,5053,339086,5908,4093027,138845,"['奇幻', '战斗']",8.0,282.0
349,1593,341072,5961,5169684,44833,"['搞笑', '泡面']",9.3,765.0
350,1857,342524,18032,2807355,54496,"['奇幻', '战斗']",9.8,2102.0
351,5981,343095,9627,5063929,181442,"['恋爱', '音乐', '少女', '漫画改']",8.4,526.0
352,113,344466,5373,814298,17166,"['日常', '恋爱', '校园']",9.7,2358.0
353,6433,344784,28114,4791040,245321,"['音乐', '校园', '偶像', '社团', '原创']",9.3,4677.0
354,257,345826,6102,5924752,220205,"['少女', '奇幻', '恋爱']",9.2,968.0
355,323,347270,11291,8211619,325937,['日常'],9.2,1031.0
356,3466,347589,13244,8485913,172932,"['奇幻', '战斗', '声控', '漫画改', '架空', '冒险']",9.5,621.0
357,723,351551,1257,283942,4855,"['奇幻', '声控', '小说改', '神魔']",9.7,1206.0
358,893,351253,12075,2591044,70446,"['日常', '治愈']",9.8,2702.0
359,819,319297,59908,8529809,599875,"['奇幻', '战斗', '小说改', '架空', '穿越', '冒险']",9.2,1328.0
360,5021,319379,10860,4574180,156404,"['热血', '战斗', '架空', '冒险']",9.0,495.0
361,28221385,319594,14293,3689056,33288,"['漫画改', '战斗', '奇幻']",8.5,2429.0
362,6441,320074,13769,3766894,158685,"['校园', '社团', '原创', '搞笑', '日常']",8.5,2171.0
363,2910,320813,10600,2388698,179616,"['校园', '治愈', '恋爱', '游戏改']",9.3,1976.0
364,3437,321169,18180,4722341,95656,"['小说改', '恋爱', '校园']",9.7,2514.0
365,4058,321909,6942,2961085,85044,"['奇幻', '魔法', '神魔', '架空', '冒险']",9.4,1579.0
366,814,322074,3347,606566,18029,"['科幻', '催泪', '恋爱', '原创']",9.2,1117.0
367,4760998,322809,13513,5488923,52241,"['科幻', '战斗', '原创', '机战', '架空']",4.3,8036.0
368,238,323504,7236,12342210,61588,['日常'],9.5,1125.0
369,616,325842,5857,2673437,84420,"['少女', '运动', '校园', '热血', '催泪', '恋爱', '社团', '励志']",9.7,1563.0
370,102632,325903,33736,8093974,76536,"['搞笑', '日常', '励志', '职场', '漫画改']",9.6,3689.0
371,981,326487,2026,328300,9566,"['奇幻', '热血', '社团']",9.4,1559.0
372,78692,328896,14273,8709318,119528,"['小说改', '美食', '架空']",9.0,1777.0
373,2581,331180,24839,15082578,393717,"['萌系', '日常', '泡面', '声控']",9.7,1334.0
374,7752,295191,16513,1879506,39694,"['恋爱', '奇幻']",9.7,6379.0
375,528,295230,4352,2280832,80856,['奇幻'],9.7,880.0
376,6295,295611,26860,21067477,290276,['搞笑'],9.8,2448.0
377,2793,299136,12336,5146876,176973,"['奇幻', '战斗', '声控']",9.3,932.0
378,1211,299352,6154,5552910,238650,"['奇幻', '少女', '乙女', '神魔']",9.2,744.0
379,2741,301057,12381,6438968,160006,"['热血', '奇幻', '战斗', '魔法', '架空']",9.6,854.0
380,2589,301260,11584,8402248,581515,"['热血', '校园', '战斗', '少女']",9.1,710.0
381,2544,302328,5151,1825284,17334,"['科幻', '少女', '治愈', '机战']",9.1,588.0
382,3145,305095,9379,2572578,99532,['架空'],9.3,1337.0
383,5622,305104,35193,4988979,121901,[],9.7,3973.0
384,4367,305495,4393,3169705,106099,['战斗'],4.4,1999.0
385,9032,305558,11558,4490851,53453,"['日常', '美食', '漫画改']",9.2,1280.0
386,3467,305586,38915,3842906,204544,"['科幻', '穿越']",9.8,4497.0
387,28222739,305717,9120,2050512,25433,"['原创', '推理', '冒险', '声控', '智斗']",9.5,1154.0
388,78312,306305,7242,5019714,90816,"['乙女', '游戏改']",9.3,1314.0
389,1396,281428,5834,2248993,120798,"['历史', '奇幻', '治愈']",9.7,1082.0
390,752,282487,6381,1114294,44618,"['日常', '音乐', '校园', '催泪', '原创', '励志']",9.6,1784.0
391,5567,283198,7492,1973153,16306,"['少女', '日常']",9.7,1358.0
392,28222728,283600,22187,1857398,24269,"['漫画改', '恋爱']",9.9,2402.0
393,6262,283636,37257,38679788,685936,['搞笑'],9.8,3765.0
394,821,283681,49073,14130545,531064,"['奇幻', '日常', '战斗', '小说改', '架空', '穿越', '冒险']",9.4,1513.0
395,982,283722,7440,1002037,39245,"['萌系', '日常', '治愈']",9.6,1442.0
396,1509,283777,9197,5645823,205303,"['音乐', '偶像', '励志', '少女']",9.3,597.0
397,862,285485,5707,819580,24050,"['奇幻', '治愈', '声控', '冒险']",9.7,2430.0
398,207,286514,16391,10141529,383873,"['时泪', '运动', '热血']",9.8,2187.0
399,3115,286877,8949,3878268,124905,"['机战', '战斗', '科幻']",7.4,519.0
400,1603,287270,15886,4062554,368971,"['战斗', '热血', '小说改', '奇幻', '萝莉', '神魔']",9.4,1581.0
401,3979,289639,4924,11873072,9582,['日常'],9.4,468.0
402,28220984,326521,44711,4817963,228368,"['漫画改', '萌系', '音乐', '校园', '日常']",9.9,16939.0
403,408,289993,2348,3054708,9384,"['萌系', '奇幻']",9.4,206.0
404,24554900,290880,16669,4192921,43895,"['原创', '冒险']",9.5,2468.0
405,6474,263288,4006,2021329,30518,"['萌系', '奇幻', '治愈']",8.2,1010.0
406,4026,263921,28605,27364031,178013,"['小说改', '架空', '穿越', '冒险']",9.2,767.0
407,5576,264901,9330,2508846,66365,"['恋爱', '校园', '声控']",9.6,1032.0
408,2303,265046,7465,5146522,230037,"['时泪', '热血', '战斗', '历史']",9.7,999.0
409,1056,265188,2642,485972,7492,"['时泪', '奇幻', '搞笑', '科幻', '日常', '校园', '小说改', '社团']",9.6,1641.0
410,28221400,266266,3864,595778,19902,"['小说改', '奇幻', '穿越']",6.2,1743.0
411,5281,266308,17736,11527628,530141,"['校园', '运动', '奇幻']",9.7,1613.0
412,4032,267138,8782,706849,35220,"['校园', '治愈']",9.3,2496.0
413,6692,267408,20316,5207128,142437,"['音乐', '偶像', '游戏改']",9.8,3840.0
414,282,267818,12180,9497957,264398,"['萌系', '搞笑', '日常', '治愈', '职场']",9.3,857.0
415,8512,270071,11746,2970711,33029,"['奇幻', '日常', '治愈']",9.7,1563.0
416,2587,270604,23941,10903390,314754,"['搞笑', '日常', '声控', '美食', '职场']",9.7,1565.0
417,1092,274815,1006,441092,9795,"['科幻', '热血', '战斗', '架空']",8.3,579.0
418,3420,275298,49370,9831518,297699,"['奇幻', '推理']",9.7,1814.0
419,1220,255344,1709,2209857,71263,"['奇幻', '少女']",8.9,329.0
420,5832,255662,6245,9549787,141560,['泡面'],7.8,316.0
421,6448,255774,15346,3125690,64261,"['少女', '魔法', '原创', '冒险']",9.6,3135.0
422,2726,255820,7781,4759618,111856,"['科幻', '智斗', '推理']",9.2,849.0
423,4067,255952,3965,1525761,59955,"['校园', '穿越']",9.0,722.0
424,140772,256138,13843,1697038,38972,"['原创', '搞笑', '偶像']",9.8,4487.0
425,572,257372,4892,2028335,107780,"['奇幻', '战斗', '声控', '架空']",9.6,714.0
426,949,257602,10106,1963645,61743,"['萌系', '搞笑', '日常', '治愈']",9.7,2231.0
427,628,257923,8167,2343316,48068,"['萌系', '搞笑', '日常']",9.7,891.0
428,5968,257921,21621,8418394,227099,"['奇幻', '战斗', '魔法', '架空', '冒险']",7.3,3165.0
429,2923,259721,22981,1454313,42245,['治愈'],9.8,4058.0
430,5041,260026,10972,3599988,114333,"['机战', '战斗', '架空']",8.5,280.0
431,3317,260223,5499,2294067,46723,"['萌系', '恋爱', '少女', '治愈']",9.7,1127.0
432,139452,259907,19551,2304570,25417,"['萌系', '游戏改', '架空', '冒险']",9.6,1782.0
433,6438,242053,5493,955579,23880,"['恋爱', '奇幻', '魔法', '漫画改']",9.5,2993.0
434,4382,242347,368,80910,3157,[],8.7,468.0
435,1589,243214,2927,5217453,12394,"['奇幻', '战斗', '热血']",8.8,372.0
436,4070,243502,9619,1941461,52040,['治愈'],9.8,2917.0
437,6449,243650,4221,3472499,77290,"['乙女', '游戏改', '穿越']",8.2,872.0
438,26360655,243790,31008,2343072,54979,"['漫画改', '热血', '奇幻', '战斗', '架空']",9.8,11606.0
439,443,244116,3935,597263,30036,"['萌系', '日常', '治愈']",9.6,1248.0
440,2613,244233,10904,1862436,70921,"['治愈', '搞笑']",9.6,1816.0
441,334,244963,22518,11610119,312947,"['奇幻', '战斗']",9.7,1016.0
442,139392,245287,24145,2382500,49381,"['萌系', '校园', '社团', '运动', '日常']",9.5,2448.0
443,2720,246947,8096,6561870,239673,"['奇幻', '智斗', '职场']",8.8,317.0
444,442,247195,3329,547469,11961,"['奇幻', '日常']",9.4,956.0
445,28222672,247856,3990,1844963,18409,"['游戏改', '战斗', '科幻', '萌系', '声控']",5.7,562.0
446,1379,248977,7322,3502102,83340,"['科幻', '战斗', '热血', '智斗', '漫画改']",9.6,1122.0
447,27127860,230064,18904,4150794,91429,"['小说改', '热血', '战斗', '科幻', '架空', '穿越', '冒险']",9.4,1605.0
448,5769,230319,5449,1756831,65842,"['奇幻', '战斗', '游戏改', '架空']",7.7,114.0
449,139372,230669,8379,3119914,22421,"['科幻', '原创', '穿越', '冒险']",7.5,1532.0
450,497,231340,14500,6996932,272546,"['科幻', '机战']",9.5,2295.0
451,28222738,232084,14719,2112787,33076,"['原创', '运动', '校园']",9.7,3309.0
452,5784,232093,5237,3972180,56674,"['游戏改', '架空']",7.2,210.0
453,10464925,232405,10174,2390502,78129,"['奇幻', '战斗', '魔法', '漫画改', '穿越']",9.6,1624.0
454,1192,232600,8488,4531142,99119,"['科幻', '热血', '机战']",9.6,1921.0
455,900,232834,931,275694,7425,"['奇幻', '战斗', '热血', '声控', '神魔']",9.5,1515.0
456,2746,232932,3676,5004369,349396,"['校园', '乙女']",8.1,201.0
457,139332,232586,23270,5267960,79753,"['推理', '游戏改']",9.4,1965.0
458,28222083,235783,27333,2512656,199918,"['漫画改', '热血', '穿越', '奇幻', '战斗', '冒险', '神魔', '恋爱']",9.9,8769.0
459,5562,235568,8267,3222724,75843,"['战斗', '机战', '原创']",8.4,247.0
460,2677,239042,7119,3126536,76751,"['战斗', '小说改', '热血', '奇幻', '架空']",9.6,1100.0
461,1065,239473,10379,2193176,91238,"['奇幻', '科幻', '战斗', '热血', '催泪']",9.6,2627.0
462,170,219455,3242,4856911,326607,"['乙女', '奇幻']",9.0,364.0
463,2682,219876,6453,2072948,159472,"['校园', '萌系', '运动', '小说改', '萝莉']",9.1,553.0
464,2588,220447,13287,6954351,432432,"['萌系', '搞笑', '治愈']",9.1,668.0
465,3258,221393,8080,1414259,28094,"['日常', '治愈']",9.8,3449.0
466,5951,221839,8571,4236407,148113,['漫画改'],8.5,618.0
467,3589,222270,17385,2408372,43010,"['治愈', '架空']",9.0,655.0
468,3100,222959,15653,6475565,202540,['搞笑'],8.7,356.0
469,187,223311,2536,4923125,182268,"['奇幻', '神魔', '架空', '冒险']",9.1,251.0
470,1576,223989,6172,4597346,88904,"['热血', '科幻', '机战', '冒险']",9.6,1312.0
471,10332,224046,12422,3012084,49076,"['科幻', '机战', '战斗']",9.7,1383.0
472,2602,224344,6489,10432694,53599,"['日常', '泡面', '治愈', '美食']",9.6,956.0
473,4310042,224780,11271,3979942,63581,"['热血', '机战', '科幻', '战斗']",9.2,2109.0
474,1527,225390,3074,1479532,69055,"['热血', '奇幻', '校园', '战斗']",6.4,607.0
475,3456,225739,12812,6392990,160652,"['热血', '奇幻', '战斗']",9.7,2034.0
476,5762,207778,13006,9443880,381470,"['热血', '战斗', '励志']",9.0,934.0
477,703,207949,3261,815518,16948,"['科幻', '日常', '小说改']",9.7,1651.0
478,1201,207983,1432,259804,5783,['战斗'],9.4,1334.0
479,77532,208319,2638,2539718,27328,"['奇幻', '校园', '少女', '战斗', '架空', '穿越']",7.0,570.0
480,6346,208494,5912,7482783,99999,['泡面'],8.5,737.0
481,3459,209397,11961,5101183,97119,"['奇幻', '泡面']",9.6,1297.0
482,3429,210373,22867,6353090,112125,"['奇幻', '校园']",9.7,1863.0
483,3551,211046,12349,7838026,179709,"['机战', '科幻', '战斗']",8.6,410.0
484,1792,211812,3997,1783179,53519,"['搞笑', '日常']",9.7,906.0
485,996,211897,1290,243713,7226,"['奇幻', '日常', '游戏改']",9.2,641.0
486,3097,212941,8292,5601551,131140,"['科幻', '奇幻']",8.3,211.0
487,3151,214503,12118,1308802,25386,"['热血', '战斗', '历史']",9.7,2085.0
488,2717,215588,5055,2845236,83930,"['热血', '奇幻', '校园', '战斗', '声控', '神魔']",9.6,919.0
489,119312,216048,24719,1404450,33969,"['萌系', '日常', '治愈', '游戏改']",9.7,2474.0
490,3436,216710,9616,4748770,47024,"['小说改', '战斗', '治愈', '架空']",9.4,1117.0
491,2876,217271,3851,2322936,77676,"['热血', '少女', '时泪']",9.8,1218.0
492,864,198408,6109,4134006,164303,"['热血', '战斗', '校园', '小说改']",9.4,1141.0
493,78792,198444,15237,4412384,21988,"['日常', '泡面']",9.7,2866.0
494,3452,199130,11878,3354407,141528,"['萌系', '校园', '日常', '治愈']",9.4,611.0
495,2598,199720,7437,6520615,314646,"['运动', '热血', '社团']",9.4,632.0
496,5621,199775,12207,2133753,23757,"['小说改', '推理']",9.4,1870.0
497,3851,199801,2099,2335883,21202,['少女'],9.5,283.0
498,239,199865,6829,5046977,145840,"['日常', '校园', '热血', '美食', '社团']",9.8,2040.0
499,5076,199992,10612,3137059,127471,"['小说改', '恋爱', '战斗', '励志']",8.9,524.0
500,1388,200084,4534,1139509,42195,"['奇幻', '热血', '战斗', '架空']",9.7,1201.0
501,5516,200117,14894,2172758,41042,"['励志', '职场', '小说改']",9.7,1293.0
502,580,200777,5955,5427556,176063,"['日常', '声控', '游戏改']",9.0,514.0
503,2745,202908,4290,4879662,231270,"['奇幻', '架空', '冒险']",6.9,182.0
504,1000,203079,7192,5985495,224246,"['少女', '美食', '奇幻', '日常']",9.7,1059.0
505,2586,785669,69526,47902165,2973994,"['日常', '校园']",9.1,875.0
506,2744,204331,4321,6322361,56499,"['校园', '日常', '萌系']",8.9,336.0
507,5482,188153,3864,1976644,21334,"['热血', '科幻', '奇幻', '校园']",9.6,1224.0
508,5268038,188831,9570,3046259,26782,"['社团', '战斗', '游戏改']",7.1,1072.0
509,6302,189476,2117,663095,29247,"['战斗', '神魔', '游戏改']",8.9,496.0
510,6320,189557,8115,3657341,65309,"['战斗', '漫画改', '架空']",9.1,1179.0
511,3433,190555,3178,991867,48570,"['萌系', '日常', '治愈']",9.6,647.0
512,2571,190717,2787,5126975,229178,"['奇幻', '热血', '战斗', '架空']",4.3,799.0
513,3419,190857,21593,6983683,203339,"['奇幻', '日常']",9.7,1122.0
514,2864,191212,1051,4029979,10825,"['校园', '搞笑', '战斗', '日常', '声控']",4.7,817.0
515,119152,191772,24693,1186202,55021,"['热血', '治愈']",9.6,3994.0
516,5543,192101,8231,4806017,83446,"['搞笑', '校园', '游戏改', '泡面']",9.3,1541.0
517,2894,192195,21070,8067057,158633,"['热血', '奇幻', '战斗']",9.4,781.0
518,2582,192842,7361,4892476,124947,"['萌系', '奇幻', '科幻', '日常', '校园']",9.3,736.0
519,5063,193052,12433,7186698,224333,"['热血', '校园', '运动']",8.3,326.0
520,4351,193788,5422,3099549,34832,"['恋爱', '奇幻', '战斗']",9.5,632.0
521,3486,173289,11479,3662199,76701,"['搞笑', '校园', '社团', '日常']",9.7,1035.0
522,46932,173430,17681,20671117,19050,"['职场', '架空']",9.6,3237.0
523,5636,173632,23290,6218270,121714,"['奇幻', '战斗']",9.3,785.0
524,6008,175352,2407,1944448,59562,"['声控', '泡面']",8.7,309.0
525,5522,176313,5537,3844243,101153,"['乙女', '音乐']",9.0,213.0
526,2719,177425,3627,3322192,163318,"['奇幻', '战斗']",7.0,182.0
527,139672,179810,23118,6504058,42297,"['热血', '漫画改', '运动']",9.2,2411.0
528,1375,181148,4606,557705,35134,"['少女', '治愈', '催泪']",9.7,1507.0
529,867,181701,5622,1294657,41165,"['搞笑', '日常', '声控', '美食', '漫画改', '职场']",9.6,981.0
530,78372,182347,9213,3098442,27307,"['音乐', '治愈', '励志', '漫画改']",9.5,1252.0
531,6414,183666,3856,2690161,20281,"['热血', '战斗', '漫画改']",9.1,441.0
532,3307,184335,5933,3338591,145480,"['机战', '科幻', '战斗', '原创', '架空']",8.4,1235.0
533,1062,184627,1567,360629,12359,"['日常', '恋爱']",9.2,372.0
534,9132,166816,3139,1962139,62976,['原创'],8.7,695.0
535,3448,166999,4179,2276512,19670,['科幻'],9.7,955.0
536,5549,167042,12006,7023505,25275,"['漫画改', '搞笑', '泡面']",9.3,322.0
537,5039,167285,2402,2798403,29393,"['萌系', '日常', '泡面']",8.9,148.0
538,3481,167478,2011,2674635,33867,"['小说改', '社团', '少女', '日常']",9.0,300.0
539,6042,168061,15977,3052044,66380,"['校园', '日常', '漫画改']",9.7,1555.0
540,157,168614,3302,10171209,262868,"['热血', '奇幻', '校园', '战斗']",9.5,1347.0
541,5873044,168656,6241,2869744,5733,"['日常', '泡面', '漫画改', '萌系']",8.3,496.0
542,499,168797,8880,6132548,294483,"['科幻', '机战']",9.1,1924.0
543,102152,169016,15996,1996204,28099,"['萌系', '社团', '日常', '漫画改']",9.7,1704.0
544,10372,169367,8844,2577071,53708,"['机战', '科幻', '战斗']",9.2,1827.0
545,98632,169710,10102,1519478,35607,"['魔法', '日常', '治愈']",9.8,3529.0
546,1420,170201,1650,894453,24299,"['萌系', '日常', '魔法']",9.0,336.0
547,2270,170416,2405,789063,25088,"['时泪', '萌系', '奇幻', '少女', '少儿', '战斗', '魔法']",9.5,728.0
548,102852,170424,2770,2045387,18246,"['战斗', '游戏改']",4.6,1832.0
549,1066,160553,6395,1031165,29567,"['奇幻', '科幻', '战斗', '热血', '催泪']",9.7,1058.0
550,5991,160842,2774,1576006,37834,"['校园', '社团', '励志']",8.9,173.0
551,3781,160847,3509,2920629,42892,"['战斗', '热血', '奇幻']",8.9,454.0
552,516,161158,3950,1505549,194657,"['萌系', '搞笑', '日常', '声控', '职场']",9.6,886.0
553,28222732,161651,2474,1524785,4067,"['漫画改', '热血', '战斗']",8.7,314.0
554,28222671,162420,6240,1130069,4824,"['漫画改', '搞笑']",9.7,639.0
555,1090,163271,10168,1556288,27791,"['时泪', '奇幻', '战斗', '热血', '架空', '冒险']",8.8,728.0
556,28221614,163394,15147,1620362,64159,"['漫画改', '热血', '校园', '运动', '励志', '社团']",9.9,8290.0
557,6349,163582,4549,3027769,9565,['游戏改'],8.9,656.0
558,445,164201,3489,1972897,46575,"['奇幻', '科幻', '机战', '原创']",9.3,707.0
559,5914,164622,5087,4942241,6907,"['泡面', '架空']",9.5,650.0
560,28222724,126189,9066,1626553,19173,"['小说改', '科幻', '架空', '声控', '智斗']",9.8,1872.0
561,2338,164719,5054,4987416,143645,"['时泪', '战斗', '热血', '神魔']",9.8,943.0
562,5239,165043,15543,1858192,158188,"['校园', '运动']",9.7,898.0
563,6036,165648,3360,2505442,10955,"['搞笑', '治愈']",9.7,456.0
564,10352,153670,9291,2613729,67538,"['原创', '科幻', '机战', '战斗']",9.7,1571.0
565,4990,154200,2307,2252622,21257,['恋爱'],9.7,431.0
566,1563,154458,3904,5418522,286590,"['音乐', '声控', '乙女', '偶像']",9.4,287.0
567,21989385,155096,27139,5107301,38072,"['漫画改', '运动', '社团', '恋爱', '校园']",9.8,3702.0
568,2590,155646,6279,3609397,83054,"['萌系', '日常', '校园', '治愈', '萝莉']",9.5,428.0
569,2941,155849,4383,2404727,33511,['少女'],9.7,424.0
570,952544,156225,16003,639504,20400,"['校园', '日常', '漫画改']",9.8,3407.0
571,3465,157301,10112,2635880,67822,"['热血', '奇幻', '战斗']",9.5,817.0
572,3248,157407,3547,859205,38363,"['日常', '历史']",9.7,744.0
573,1406,157458,2748,1380383,55434,"['奇幻', '推理']",9.4,929.0
574,5906,158051,3506,1334549,30484,['推理'],9.5,700.0
575,16899731,158128,29325,872044,35235,"['漫画改', '萌系', '治愈', '日常']",9.8,6962.0
576,2684,158563,5959,1909737,263604,"['校园', '音乐', '催泪', '偶像']",9.8,1379.0
577,3477,158605,3575,1861288,32873,"['少女', '战斗', '奇幻']",9.1,625.0
578,2681,147443,6290,6213851,30390,"['搞笑', '校园', '日常']",9.7,1381.0
579,28222752,147628,2475,1007425,5426,"['游戏改', '战斗', '声控', '科幻']",9.0,272.0
580,1983,147925,2138,450461,12656,"['奇幻', '校园', '战斗']",7.7,798.0
581,3499,148188,7615,4567423,83507,['奇幻'],9.4,319.0
582,28221421,148529,7642,682202,33151,"['漫画改', '日常', '校园', '恋爱', '声控']",9.5,2340.0
583,2845,148570,3110,1199478,28791,"['科幻', '奇幻', '战斗', '校园']",9.4,306.0
584,5512,148665,2802,3185571,89475,"['偶像', '原创']",9.2,100.0
585,4300,149079,6703,2756402,50375,"['萌系', '搞笑', '校园']",9.3,472.0
586,124972,149780,7450,1500644,123009,"['校园', '运动']",9.7,1051.0
587,95992,149799,5383,912005,33066,"['战斗', '魔法', '冒险']",9.7,2375.0
588,3220,150141,1033,229448,7144,"['催泪', '奇幻']",9.2,399.0
589,103092,150893,6153,3385821,21830,['原创'],8.5,597.0
590,1189,151040,2866,2414684,86508,"['科幻', '热血', '机战', '偶像']",9.5,947.0
591,1535,151323,376,117869,3312,"['热血', '魔法']",9.7,778.0
592,28221392,151594,14125,2581711,84295,"['游戏改', '音乐', '偶像', '声控']",8.8,1485.0
593,3553,141364,4326,2622126,50552,"['奇幻', '日常']",9.5,776.0
594,5540,141744,11882,1921498,67349,"['萌系', '校园', '社团']",9.2,511.0
595,28221545,187601,9727,1659110,21084,"['漫画改', '校园', '运动', '热血']",9.8,4841.0
596,1609,141945,1743,681085,14669,"['校园', '战斗', '热血', '小说改', '奇幻']",9.2,190.0
597,1299,142202,3145,1520724,59201,"['奇幻', '少女', '声控', '小说改', '乙女', '架空']",9.5,493.0
598,1262,142222,2862,890303,24695,"['奇幻', '治愈', '少女']",9.5,909.0
