season_id,media_id,title,index_show,is_finish,video_link,cover,pub_real_time,renewal_time,favorites,coins,views,danmakus,depth,download_timeout,download_slot,download_latency,media_tags,score,cm_count
28598,28222700,诸神的逆鳞,更新至第5话,0,https://www.bilibili.com/bangumi/play/ss28598,http://i0.hdslb.com/bfs/bangumi/31dea885d14e5dcb4e00f96e8c245f25ee452521.png,1570550400,1573034400,395590,30265,8839345,75708,5,180.0,www.bilibili.com,0.13872599601745605,"['漫画改', '热血', '战斗', '奇幻', '架空']",5.6,7106人评
26875,24097891,CAROLE & TUESDAY,全24话,1,https://www.bilibili.com/bangumi/play/ss26875,http://i0.hdslb.com/bfs/bangumi/b7de3941ff421c3942e8b73649318773e029a5d6.png,1554912000,1570048200,2097007,484821,55221008,932042,5,180.0,www.bilibili.com,0.058585166931152344,"['原创', '科幻', '音乐', '励志']",9.7,90467人评
27993,28221387,Ｄｒ．ＳＴＯＮＥ 石纪元,更新至第19话,0,https://www.bilibili.com/bangumi/play/ss27993,http://i0.hdslb.com/bfs/bangumi/c7726435c492909d9a3c4a85c5b5cee93624eadf.png,1562256000,1573223400,2107270,238053,63160711,722323,5,180.0,www.bilibili.com,0.05917191505432129,"['漫画改', '科幻', '励志', '冒险', '热血']",9.6,32332人评
1539,1539,我的青春恋爱物语果然有问题。,全13话,1,https://www.bilibili.com/bangumi/play/ss1539,http://i0.hdslb.com/bfs/bangumi/0406cd1398ad8ae0e9623bed5544d6002d8d30be.jpg,1365004800,1429769614,2111468,115818,28766643,1483862,5,180.0,www.bilibili.com,0.14675188064575195,"['日常', '校园', '智斗', '恋爱', '小说改']",9.7,15129人评
5989,5989,月色真美,全12话,1,https://www.bilibili.com/bangumi/play/ss5989,http://i0.hdslb.com/bfs/bangumi/5ce66f68d54052e3a305524b9b06a76977e974fc.jpg,1491408000,1498759260,2170761,657354,39252930,2526151,5,180.0,www.bilibili.com,0.05716395378112793,"['恋爱', '校园', '原创', '治愈', '催泪']",9.8,21053人评
1177,1177,CLANNAD,全23话,1,https://www.bilibili.com/bangumi/play/ss1177,http://i0.hdslb.com/bfs/bangumi/4e7a26393e211dffdebf5a668c0faf71b533b13d.jpg,1191427200,1307762640,1690876,63477,7869123,272651,6,180.0,www.bilibili.com,0.0584559440612793,"['时泪', '校园', '治愈', '催泪', '游戏改', '恋爱', '社团']",9.8,21017人评
5969,91212,我的英雄学院 第二季,全26话,1,https://www.bilibili.com/bangumi/play/ss5969,http://i0.hdslb.com/bfs/bangumi/0b51ae7260ea688d4cdc79cd1d0e88b347af8d36.png,1490371200,1526012669,1700415,200478,61181213,2805279,6,180.0,www.bilibili.com,0.056207895278930664,"['热血', '战斗']",9.6,20402人评
27959,28221335,炎炎消防队,更新至第16话,0,https://www.bilibili.com/bangumi/play/ss27959,http://i0.hdslb.com/bfs/bangumi/4f3302a21bc658addbf9220e20ae71e18474956d.jpg,1562342400,1573232400,1739578,121837,35525283,432531,6,180.0,www.bilibili.com,0.05727791786193848,"['漫画改', '战斗', '热血']",9.1,21842人评
5977,5977,夏目友人帐 陆,全13话,1,https://www.bilibili.com/bangumi/play/ss5977,http://i0.hdslb.com/bfs/bangumi/39716626d611a765c44ca27054f3526210c4d5cb.jpg,1491926400,1529572920,1778342,214664,34619744,1170215,6,180.0,www.bilibili.com,0.0634009838104248,"['催泪', '奇幻', '日常', '治愈']",9.8,7545人评
2680,2680,男子高中生的日常,全12话,1,https://www.bilibili.com/bangumi/play/ss2680,http://i0.hdslb.com/bfs/bangumi/3004faf93cb5a78aa4d2122e25d914ec8640a273.jpg,1326038400,1432720758,1780527,103428,28290121,1349934,6,180.0,www.bilibili.com,0.056234121322631836,"['搞笑', '校园', '日常', '漫画改']",9.8,16761人评
28006,28221403,擅长捉弄的高木同学 第二季,全12话,1,https://www.bilibili.com/bangumi/play/ss28006,http://i0.hdslb.com/bfs/bangumi/4c7324327dd9ae035007c3e9bc40cd2ce08635b1.jpg,1562428800,1569164400,1787787,781806,34876692,1187034,6,180.0,www.bilibili.com,0.05712413787841797,"['漫画改', '校园', '恋爱', '日常', '搞笑']",9.9,77471人评
6463,6463,少女终末旅行,全12话,1,https://www.bilibili.com/bangumi/play/ss6463,http://i0.hdslb.com/bfs/bangumi/1431ca5bb2f7143062e3df8f21b8448cf8cccc13.jpg,1507219200,1513951200,1796169,229203,25891281,895468,6,180.0,www.bilibili.com,0.058483123779296875,"['奇幻', '漫画改', '冒险']",9.8,51387人评
21729,11932,戒律的复活,全24话,1,https://www.bilibili.com/bangumi/play/ss21729,http://i0.hdslb.com/bfs/bangumi/bca4864e564d46bebb6dc0b14371a04fd70b3fda.jpg,1515168000,1530309600,1803960,138581,69185710,499206,6,180.0,www.bilibili.com,0.06264901161193848,"['热血', '战斗', '漫画改', '架空', '冒险']",9.7,19866人评
2732,2732,野良神 ARAGOTO,全13话,1,https://www.bilibili.com/bangumi/play/ss2732,http://i0.hdslb.com/bfs/bangumi/88775e3bd8fa1dc147b5e1686c604162cf06ae8b.jpg,1443715200,1451063160,1809127,185960,88023716,1917705,6,180.0,www.bilibili.com,0.05897808074951172,"['奇幻', '战斗', '漫画改', '神魔']",9.5,7620人评
28542,28222618,动物狂想曲 / BEASTARS,更新至第5话,0,https://www.bilibili.com/bangumi/play/ss28542,http://i0.hdslb.com/bfs/bangumi/9585f07662bfc460d157fa431543aa98f6f3a9be.png,1570636800,1573068900,1820535,164137,17299231,238837,6,180.0,www.bilibili.com,0.37797975540161133,"['漫画改', '奇幻', '恋爱', '校园', '架空']",9.8,34297人评
1587,1587,Fate/stay night [Unlimited Blade Works] 第二季,全13话,1,https://www.bilibili.com/bangumi/play/ss1587,http://i0.hdslb.com/bfs/bangumi/b1a70dca34c06545c36d7e5f29155c8c8817e36e.jpg,1428076800,1435422600,1820349,193490,97286341,2338238,6,180.0,www.bilibili.com,0.04987812042236328,"['奇幻', '热血']",9.4,9701人评
6001,6001,从零开始的魔法书,全12话,1,https://www.bilibili.com/bangumi/play/ss6001,http://i0.hdslb.com/bfs/bangumi/aec7ee132ed53855118b1bc5de3f95f0d1f21875.jpg,1491753600,1498491000,1822860,91196,37307503,940442,6,180.0,www.bilibili.com,0.05625176429748535,"['小说改', '奇幻', '魔法', '架空', '冒险']",8.7,4696人评
21469,8812,齐木楠雄的灾难 第二季,全24话,1,https://www.bilibili.com/bangumi/play/ss21469,http://i0.hdslb.com/bfs/bangumi/5e32e992cbb666d42b931a1ab8e3752f9d490b93.jpg,1516118400,1530034500,1826606,196412,59625548,922845,6,180.0,www.bilibili.com,0.0626981258392334,"['搞笑', '校园', '漫画改']",9.8,26893人评
28016,28221415,女高中生的虚度日常,全12话,1,https://www.bilibili.com/bangumi/play/ss28016,http://i0.hdslb.com/bfs/bangumi/97007f464a9511abdbf8bf938c01dcdbaab151e0.jpg,1562256000,1568988000,1837888,265527,39608821,817398,6,180.0,www.bilibili.com,0.08926773071289062,"['日常', '漫画改', '校园', '搞笑', '声控']",9.8,48997人评
6341,6341,地狱少女 宵伽,全12话,1,https://www.bilibili.com/bangumi/play/ss6341,http://i0.hdslb.com/bfs/bangumi/77605418c0921578c469201d6384d6a32ed218e9.jpg,1500048000,1506702600,1510383,41737,22649585,567383,7,180.0,www.bilibili.com,0.08931207656860352,"['治愈', '神魔']",9.2,3605人评
