media_id,title,favorites,coins,views,danmakus,media_tags,score,cm_count
1463,翼·年代记,362716,5234,3393407,203512,"['科幻', '热血', '架空', '穿越', '冒险']",9.6,880人评
1472,苍之瞳的少女,28384,340,62414,1408,"['奇幻', '科幻']",9.5,134人评
1476,不可思议星球的双胞胎公主,92954,1786,1513633,96588,"['奇幻', '少女', '魔法']",9.4,275人评
1491,纯洁的玛利亚,106722,4284,5716350,165633,"['历史', '奇幻', '少女']",8.9,450人评
1505,无头骑士异闻录×2 承,421907,22560,15649946,659336,"['奇幻', '日常', '声控', '小说改']",9.5,1205人评
1509,偶像大师 灰姑娘女孩,283777,9197,5645823,205303,"['音乐', '偶像', '励志', '少女']",9.3,597人评
1512,路人女主的养成方法,2512809,184345,76690234,2237746,"['恋爱', '小说改']",9.3,12229人评
1519,血型君2,116276,1103,7036585,115768,['泡面'],9.4,198人评
1520,美男高校地球防卫部LOVE！,128766,711,467121,31357,"['搞笑', '奇幻', '战斗', '校园']",9.1,310人评
1527,ISUCA,225390,3074,1479532,69055,"['热血', '奇幻', '校园', '战斗']",6.4,607人评
1528,动画心疗系,59495,966,2820010,37125,"['搞笑', '泡面']",9.1,166人评
1535,魔法少女奈叶,151323,376,117869,3312,"['热血', '魔法']",9.7,778人评
1538,魔法少女奈叶ViVid,84465,6613,4075929,116923,"['萌系', '少儿', '热血', '魔法']",8.8,252人评
1539,我的青春恋爱物语果然有问题。,2111468,115818,28766643,1483862,"['日常', '校园', '智斗', '恋爱', '小说改']",9.7,15129人评
1548,御神乐学园组曲,137364,3720,4616039,189631,"['热血', '校园', '社团', '战斗']",8.8,340人评
1552,可塑性记忆,2001895,306534,40990327,1867470,"['科幻', '日常', '少女', '催泪']",9.6,11597人评
1553,幻界战线,1397157,78804,40308573,725452,"['科幻', '热血', '战斗']",9.5,7277人评
1557,吸血鬼福尔摩斯,91024,395,2140717,23264,"['泡面', '推理', '神魔']",8.4,121人评
1563,歌之☆王子殿下 真爱REVOLUTIONS,154458,3904,5418522,286590,"['音乐', '声控', '乙女', '偶像']",9.4,287人评
1564,攻壳机动队 STAND ALONE COMPLEX,409867,9174,4692239,112828,"['科幻', '热血', '智斗']",9.7,1993人评
1565,攻壳机动队 S.A.C. 2nd GIG,122697,3992,1797699,27213,"['科幻', '热血', '智斗']",9.8,1122人评
1568,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,86851,2063,2005862,21844,"['科幻', '热血', '智斗']",8.7,159人评
1574,伪恋：,991411,58051,29351905,818589,"['日常', '校园', '漫画改']",9.3,3891人评
1576,希德尼娅的骑士 第一季,223989,6172,4597346,88904,"['热血', '科幻', '机战', '冒险']",9.6,1312人评
1580,摸索吧！部活剧 第三季,17279,1855,480849,18254,"['日常', '社团']",9.7,101人评
1586,Fate/stay night [Unlimited Blade Works] 第一季,2978175,221287,117824670,4691753,"['奇幻', '热血']",9.3,11465人评
1587,Fate/stay night [Unlimited Blade Works] 第二季,1820349,193490,97286341,2338238,"['奇幻', '热血']",9.4,9701人评
1588,罪恶王冠,2282044,125291,36349112,2499252,"['奇幻', '战斗', '热血', '原创', '架空']",8.7,14291人评
1589,罪恶王冠 SP,243214,2927,5217453,12394,"['奇幻', '战斗', '热血']",8.8,372人评
1590,战国BASARA,64314,522,444527,13411,"['历史', '热血', '游戏改']",9.3,135人评
1593,搞笑漫画日和,341072,5961,5169684,44833,"['搞笑', '泡面']",9.3,765人评
1594,搞笑漫画日和2,96264,2317,2315521,16243,"['搞笑', '泡面']",9.3,291人评
1595,搞笑漫画日和3,82342,1764,1696566,15758,"['搞笑', '泡面']",9.2,234人评
1596,搞笑漫画日和＋,109460,1927,1876932,11494,"['搞笑', '泡面']",9.4,336人评
1603,灼眼的夏娜III -Final-,287270,15886,4062554,368971,"['战斗', '热血', '小说改', '奇幻', '萝莉', '神魔']",9.4,1581人评
1605,灼眼的夏娜S,127099,2965,938833,50159,"['校园', '战斗', '热血', '小说改', '奇幻', '萝莉']",9.5,241人评
1607,灼眼的夏娜 OVA 恋爱与温泉的校外学习！,113642,1386,602667,30374,"['校园', '热血', '小说改', '奇幻', '日常']",9.3,148人评
1609,灼眼的夏娜 剧场版,141945,1743,681085,14669,"['校园', '战斗', '热血', '小说改', '奇幻']",9.2,190人评
1624,黑子的篮球,698327,17468,13012379,856594,"['运动', '热血', '声控', '社团', '漫画改', '励志']",9.0,1640人评
1625,黑子的篮球 第2期,379002,14144,10618476,869778,"['运动', '热血', '声控', '社团']",9.1,909人评
1633,DOG DAYS'',128606,4392,5310945,144960,"['少女', '战斗', '热血', '声控', '奇幻', '日常', '架空', '穿越']",9.3,427人评
1635,EVA 新世纪福音战士,721125,37305,10126685,330065,"['科幻', '机战', '战斗']",9.7,12525人评
1650,Fate/Zero 第一季,2393308,114841,54684259,2940615,"['时泪', '奇幻', '战斗', '热血', '声控']",9.5,10080人评
1651,网球优等生,16836,646,546688,10041,['运动'],9.7,186人评
1653,热风海陆BUSHIROAD,96574,1533,700963,27294,"['热血', '冒险']",8.9,285人评
1655,关于完全听不懂老公在说什么的事 第二季,467213,25740,28389271,169051,"['日常', '少女', '泡面']",9.6,2590人评
1656,无头骑士异闻录,1102761,24314,13179916,857650,"['奇幻', '日常', '声控', '小说改']",9.6,4109人评
1657,宇宙兄弟,44463,2248,815355,57741,"['科幻', '日常', '治愈', '热血', '励志']",9.8,418人评
1665,BLACK★ROCK SHOOTER,668523,14529,4211119,248469,"['科幻', '热血', '战斗', '穿越']",9.4,2252人评
1666,BLACK★ROCK SHOOTER OVA,123463,3806,1059161,67003,"['热血', '战斗', '奇幻']",9.5,425人评
1674,竖笛与双肩书包 2♪,14989,690,1190120,10311,"['萌系', '日常', '治愈']",9.5,147人评
1675,竖笛与双肩书包 3☆,13702,771,1141883,6901,"['萌系', '日常', '治愈']",9.2,147人评
1676,竖笛与双肩书包 OAD,9137,183,134830,1272,"['萌系', '日常', '治愈']",9.6,112人评
1687,萌菌物语 Returns,29761,1126,927794,31672,"['萌系', '日常']",9.4,185人评
1699,四月是你的谎言,3233584,359188,94524828,3795105,"['少女', '音乐', '催泪', '恋爱']",9.7,23646人评
1705,攻壳机动队 S.A.C. Solid State Society,53173,390,202316,5214,"['科幻', '热血', '智斗']",9.3,103人评
1715,虫师,702507,14081,2739605,47342,"['奇幻', '治愈']",9.8,5766人评
1717,游☆戏☆王 5D's 第一季,86810,8087,7984896,342957,"['热血', '奇幻', '战斗']",9.7,861人评
1718,游☆戏☆王 5D's 第二季,30050,8088,7985192,342962,"['热血', '奇幻', '战斗']",9.6,282人评
1719,游☆戏☆王 5D's 第四季,38958,8088,7985149,342959,"['热血', '奇幻', '战斗']",9.7,629人评
1720,游☆戏☆王 5D's 第三季,27726,8088,7985204,342962,"['热血', '奇幻', '战斗']",9.6,233人评
1721,游☆戏☆王 5D's OVA 进化的决斗！星尘龙 VS 真红魔龙,14628,8088,7985299,342963,"['热血', '战斗']",9.1,110人评
1722,BUDDY COMPLEX,115549,2632,1928026,86495,"['科幻', '热血', '机战', '战斗', '架空', '穿越']",9.4,662人评
1723,变形金刚 领袖之证 美版第一季,38054,2400,2462936,144151,"['科幻', '热血']",9.6,325人评
1728,史上最强弟子兼一,66024,2513,2630184,59543,['热血'],9.8,411人评
1732,幻想嘉年华,795025,41321,12410793,509874,"['日常', '泡面', '奇幻']",9.7,4884人评
1749,马达加斯加的企鹅 第一季,64037,1719,1654112,29609,['萌系'],9.7,250人评
1750,马达加斯加的企鹅 第二季,26262,807,940323,13906,['萌系'],9.7,141人评
1765,机巧魔神,79025,619,281585,3645,"['科幻', '热血']",9.1,202人评
1776,斗牌传说,31700,1148,1089753,22804,"['热血', '智斗']",9.5,280人评
1778,CANVAS2 七彩的素描,40901,231,46271,1084,"['少女', '治愈']",9.0,117人评
1787,逆转公主,62002,1147,377364,8325,['奇幻'],8.8,299人评
1789,CANDY BOY,82736,4220,1041354,32822,['日常'],9.7,768人评
1792,再见绝望先生,211812,3997,1783179,53519,"['搞笑', '日常']",9.7,906人评
1793,俗・再见绝望先生,55447,1732,787128,31000,"['搞笑', '日常']",9.7,395人评
1794,忏・再见绝望先生,49831,1515,611507,24674,"['搞笑', '日常']",9.7,361人评
1811,地上最强新娘,108561,2780,1328086,44404,"['恋爱', '奇幻', '校园', '战斗']",8.7,290人评
1823,勇者王GAOGAIGAR,17261,578,555592,21919,"['科幻', '热血', '机战']",9.8,123人评
1836,武器种族传说,120974,1270,286935,5312,"['奇幻', '热血', '架空', '冒险']",9.6,479人评
1843,凉风,65994,915,394451,19005,"['日常', '少女']",9.0,196人评
1844,不可思议的教室,52735,327,79228,1389,"['搞笑', '日常', '校园']",9.3,185人评
1846,波子汽水,41435,231,242271,1819,"['日常', '治愈', '游戏改']",9.5,127人评
1847,增血鬼果林,19786,213,60876,1692,"['奇幻', '日常', '少女']",9.1,139人评
1850,天使心,15345,516,211292,8387,['日常'],9.6,135人评
1855,甲贺忍法帖,143442,2032,2589227,48031,"['历史', '热血']",9.6,1126人评
1856,草莓棉花糖,100618,2634,1072189,46422,"['萌系', '日常', '治愈']",9.6,627人评
1857,鸦KARAS,342524,18032,2807355,54496,"['奇幻', '战斗']",9.8,2102人评
1862,枪心剑刃,33533,316,93892,2242,"['奇幻', '架空']",9.5,211人评
1864,心动的日子,37105,223,61585,947,"['日常', '治愈']",9.3,131人评
1875,人鱼的旋律,85226,1053,1336171,37444,"['萌系', '奇幻']",9.7,187人评
1890,岩窟王,34246,412,84562,2927,['科幻'],9.3,186人评
1902,玛德莱克丝,28073,587,244188,16934,[],9.2,166人评
1905,爱你宝贝,20391,623,295978,12162,"['日常', '治愈']",9.6,131人评
1907,苏生龙王传说,8296,457,245965,24395,"['萌系', '热血']",9.8,102人评
1910,怪医黑杰克,101643,1956,447252,18051,['漫画改'],9.8,662人评
1913,极道鲜师,14905,365,222168,5540,"['搞笑', '热血', '校园']",9.6,106人评
1920,月咏-MOON PHASE-,26336,459,257241,13816,['奇幻'],9.5,119人评
1921,爱丽丝学园,112138,2366,1597180,69261,"['奇幻', '日常', '少女']",9.8,584人评
1922,舞-HIME,34239,522,219735,8973,"['奇幻', '热血', '魔法']",9.3,212人评
1924,BECK,28629,797,125052,7217,"['音乐', '热血', '日常']",9.7,333人评
1925,爱情泡泡糖,85204,1280,275546,7968,"['日常', '少女']",9.0,291人评
1927,落叶,20130,588,89417,1719,['热血'],9.6,151人评
1928,小魔女蒙娜,56808,1763,504241,14123,['奇幻'],9.7,300人评
1937,双恋,76203,765,245440,9292,"['日常', '校园']",9.1,163人评
1938,双恋 Alternative,48393,663,177503,3015,['日常'],9.6,285人评
1964,京极夏彦 巷说百物语,100269,873,678455,13016,['奇幻'],9.2,187人评
1965,人鱼之森,64573,1331,746854,21493,['奇幻'],9.4,271人评
1967,读或死 TV,29643,482,145180,6026,['科幻'],9.2,204人评
1968,读或死 OVA,9195,196,33740,1001,['科幻'],9.5,102人评
1971,拜托了！双子星,24828,523,179280,6707,"['日常', '少女']",9.3,132人评
1983,真月谭月姬,147925,2138,450461,12656,"['奇幻', '校园', '战斗']",7.7,798人评
1994,铳墓,81107,1423,758275,20634,"['奇幻', '热血', '战斗']",9.5,311人评
1995,百变之星,25614,517,198660,8493,['热血'],9.7,151人评
1996,星空清理者,84814,2213,801151,37857,"['科幻', '催泪', '漫画改']",9.6,748人评
2004,夏娃的时间 剧场版,49471,820,289848,4574,"['科幻', '机战']",9.5,268人评
2012,天使怪盗,55032,952,749536,29714,"['奇幻', '恋爱', '神魔', '少女', '战斗']",9.4,172人评
2019,青出于蓝～缘～,18097,408,251263,940,"['日常', '少女', '治愈', '恋爱']",9.4,112人评
2021,寻找满月,67878,1309,859592,23647,"['催泪', '少女', '治愈', '奇幻', '偶像', '日常']",9.7,306人评
2029,最终兵器彼女,46146,354,415705,19657,"['科幻', '少女']",9.2,207人评
2030,萩萩公主,30536,590,337078,21617,"['奇幻', '少女']",9.7,179人评
2031,铁胆火车侠 第一季,29853,536,411643,12295,"['萌系', '热血']",9.4,118人评
2034,越狱兔 前传,97291,3803,9244356,14060,"['萌系', '搞笑', '泡面']",9.6,458人评
2038,我们这一家 第一期,55050,2236,3232621,504,"['萌系', '搞笑', '日常']",9.8,201人评
2042,天使的小生意气,15612,809,337890,22975,"['奇幻', '日常']",9.6,207人评
2061,人形电脑天使心,362436,6382,826506,42998,"['日常', '少女']",9.7,2473人评
2068,拜托了！老师,78852,1472,714188,24174,"['奇幻', '日常', '原创']",9.0,347人评
2070,推理之绊,64462,383,499578,13682,"['奇幻', '日常', '智斗', '推理']",8.4,124人评
2073,闪灵二人组,44723,790,428862,17180,['热血'],9.6,221人评
2079,翼神传说,32146,640,398724,15216,['热血'],9.3,176人评
2091,热带雨林的爆笑生活,101490,3034,1740376,76069,['搞笑'],9.5,587人评
2092,热带雨林的爆笑生活 DELUXE,21301,921,477948,12222,['搞笑'],9.6,128人评
2093,热带雨林的爆笑生活 FINAL,19249,675,357689,10151,['搞笑'],9.7,134人评
2098,X战记,81474,1102,496955,19260,"['奇幻', '热血', '战斗', '时泪']",9.4,224人评
2102,星之卡比,32363,1413,669246,29860,"['萌系', '奇幻', '搞笑', '治愈']",9.7,195人评
2104,青春草莓蛋,23506,1386,293388,12755,['日常'],9.8,484人评
2137,足球小将 83版,32381,1110,1390183,64438,"['时泪', '运动', '热血']",9.6,153人评
2150,幻影死神,18964,421,250805,3468,"['奇幻', '热血']",9.4,122人评
2151,随风飘的月影兰,16127,666,161443,11304,"['历史', '热血']",9.6,215人评
2170,最后的吸血鬼,52411,841,407787,5514,['热血'],9.4,194人评
2204,超级酷乐猫,67343,2594,1185554,52671,"['萌系', '搞笑', '热血', '奇幻', '战斗']",9.8,357人评
2206,此时此刻的我,20645,418,155492,10236,"['奇幻', '科幻']",8.8,190人评
2224,THE BIG O,10404,403,160275,9660,"['科幻', '热血']",9.7,115人评
2238,麻辣教师GTO,93504,5874,2965443,130624,"['时泪', '搞笑', '日常', '热血', '校园', '励志']",9.8,1281人评
2254,失落的宇宙,25276,1198,435168,23880,"['时泪', '科幻']",9.8,302人评
2270,魔卡少女樱 香港之旅,170416,2405,789063,25088,"['时泪', '萌系', '奇幻', '少女', '少儿', '战斗', '魔法']",9.5,728人评
2271,四驱兄弟（中文）,78868,2703,1653870,36743,"['时泪', '热血']",9.7,327人评
2272,四驱兄弟WGP（中文）,27745,1342,1305145,30811,"['时泪', '热血']",9.4,209人评
2277,少女革命,93635,2729,1086813,86906,"['奇幻', '校园', '少女', '战斗']",9.7,882人评
2290,樱花大战 TV版,47680,814,216890,7237,"['时泪', '科幻', '热血', '机战']",9.5,220人评
2297,钢铁神兵B'T-X,22343,820,852471,12305,"['时泪', '科幻', '热血']",9.6,130人评
2299,乌龙派出所,61086,9593,18437432,183195,"['搞笑', '日常']",9.8,1184人评
2303,浪客剑心,265046,7465,5146522,230037,"['时泪', '热血', '战斗', '历史']",9.7,999人评
2306,玩偶游戏,45210,1197,977293,57956,"['日常', '少儿']",9.7,246人评
2319,鬼神童子ZENKI,37912,935,669090,16485,"['奇幻', '热血']",9.5,113人评
2321,怪盗圣少女,133937,3582,1801175,111417,"['萌系', '少女', '魔法']",9.8,849人评
2325,魔法骑士,42621,881,539935,16857,"['奇幻', '少女', '魔法', '架空', '穿越', '冒险']",9.4,126人评
2327,机动警察,43095,1098,580198,24384,"['科幻', '热血', '机战']",9.7,257人评
2338,幽游白书,164719,5054,4987416,143645,"['时泪', '战斗', '热血', '神魔']",9.8,943人评
2358,蓝宝石之谜,34283,2493,1154734,62679,"['科幻', '热血', '冒险']",9.5,210人评
2390,五星物语,18686,373,125102,930,"['奇幻', '科幻', '热血', '机战', '架空']",9.6,133人评
2416,城市猎人 TV版,74796,3128,2277748,88615,"['搞笑', '热血']",9.7,753人评
2418,橙路,20771,641,340377,23955,"['日常', '少女']",9.5,144人评
2425,棒球英豪 TV版,55245,3907,2297744,174417,"['日常', '少女', '运动', '热血', '社团', '励志']",9.8,931人评
2436,装甲骑兵VOTOMS,12098,476,327861,16418,"['科幻', '热血', '机战']",9.8,126人评
2449,铁臂阿童木 1980,22196,539,346119,16465,"['时泪', '萌系', '科幻', '少儿', '热血']",9.7,129人评
2450,铁臂阿童木 2003,27941,1369,724759,34317,"['时泪', '萌系', '科幻', '少儿', '热血']",9.7,228人评
2454,宇宙战舰大和号 2199,36139,2080,1229904,53205,"['时泪', '科幻', '热血']",9.6,420人评
2459,机动战士高达,97348,3434,2354895,80369,"['科幻', '热血']",9.7,877人评
2464,未来少年柯南,26209,517,809483,16283,"['科幻', '热血', '冒险']",9.5,126人评
2470,鲁邦三世 第二期,56415,1815,1544592,38030,"['时泪', '搞笑', '热血']",9.5,302人评
2480,阿尔卑斯山的少女,51700,792,794360,21043,"['日常', '治愈']",9.7,133人评
2481,ChargeMan研,5459,355,297067,38953,"['搞笑', '科幻', '热血']",9.1,205人评
2493,少女革命 思春期默示录,19939,294,47342,1514,"['奇幻', '战斗']",9.7,264人评
2539,魔法少女小圆,1053197,52806,13354156,700311,"['奇幻', '魔法', '穿越', '原创']",9.8,14161人评
2544,星之声,302328,5151,1825284,17334,"['科幻', '少女', '治愈', '机战']",9.1,588人评
2545,云之彼端，约定的地方,454788,11915,2818870,47515,"['少女', '治愈']",9.0,622人评
2546,言叶之庭,1347068,104171,11455420,444268,"['日常', '少女', '治愈']",9.6,7647人评
2549,哆啦A梦 大雄的恐龙,20331,1020,609019,12504,"['萌系', '奇幻', '科幻', '少儿', '穿越', '冒险']",9.6,118人评
2552,哆啦A梦 大雄的海底鬼岩城,16286,892,521058,16294,"['萌系', '奇幻', '科幻', '少儿', '冒险']",9.5,114人评
2562,哆啦A梦 大雄与梦幻三剑士,13106,696,351639,12802,"['萌系', '奇幻', '科幻', '少儿', '穿越', '冒险']",9.7,100人评
2571,Chaos Dragon 赤龙战役,190717,2787,5126975,229178,"['奇幻', '热血', '战斗', '架空']",4.3,799人评
2572,Charlotte,2521749,211095,78015424,1455218,"['奇幻', '日常', '校园', '战斗', '穿越']",9.3,18643人评
2575,魔法少女☆伊莉雅 2WEI HERZ!,655010,28365,17770866,484773,"['萌系', '奇幻', '校园', '战斗', '热血', '魔法']",9.4,2134人评
2578,赤发白雪姬 第一季,719822,37867,17048278,860456,"['少女', '奇幻', '架空']",9.6,1829人评
2581,黑塔利亚 The World Twinkle 第6期,331180,24839,15082578,393717,"['萌系', '日常', '泡面', '声控']",9.7,1334人评
2582,Classroom☆Crisis,192842,7361,4892476,124947,"['萌系', '奇幻', '科幻', '日常', '校园']",9.3,736人评
2583,空战魔导士候补生的教官,643809,16850,25456482,481825,"['奇幻', '热血']",6.8,1337人评
2586,沒有黃段子的無聊世界（僅限港澳台地區）,785669,69526,47902165,2973994,"['日常', '校园']",9.1,875人评
2587,迷糊餐厅 WORKING!!!,270604,23941,10903390,314754,"['搞笑', '日常', '声控', '美食', '职场']",9.7,1565人评
2588,那就是声优！,220447,13287,6954351,432432,"['萌系', '搞笑', '治愈']",9.1,668人评
2589,青春生存游戏,301260,11584,8402248,581515,"['热血', '校园', '战斗', '少女']",9.1,710人评
2590,若叶女孩,155646,6279,3609397,83054,"['萌系', '日常', '校园', '治愈', '萝莉']",9.5,428人评
2591,噬神者,851153,36693,23315981,428964,"['奇幻', '科幻', '热血', '游戏改']",9.3,2056人评
2592,学园孤岛,777835,41648,19730385,1100394,"['萌系', '日常', '校园', '热血', '社团']",9.4,4898人评
2593,洲崎西 THE ANIMATION,56112,3226,1882735,25772,"['萌系', '搞笑', '日常', '校园']",9.3,235人评
2594,偶像大师 灰姑娘女孩 第2期,104773,5708,2296594,95116,"['音乐', '励志', '偶像', '少女']",9.3,434人评
2595,无头骑士异闻录×2 转,470139,22746,10890240,512439,"['奇幻', '日常', '声控', '小说改']",9.4,1128人评
2597,东京教父,127302,5981,750279,19309,"['日常', '治愈']",9.8,1138人评
2598,新网球王子 OVA 对战Genius10,199720,7437,6520615,314646,"['运动', '热血', '社团']",9.4,632人评
2601,GANGSTA.,606501,28152,15021054,482484,"['战斗', '热血']",9.6,2479人评
2602,和歌子酒 动画,224344,6489,10432694,53599,"['日常', '泡面', '治愈', '美食']",9.6,956人评
2610,枕男子,145629,3251,6803434,280313,"['日常', '乙女']",9.0,193人评
2613,城下町的蒲公英,244233,10904,1862436,70921,"['治愈', '搞笑']",9.6,1816人评
2614,群居姐妹,545854,14701,20018935,94464,"['萌系', '搞笑', '日常', '少女']",9.6,1472人评
2648,虫师 续章 铃之雫,98325,8239,1038208,20932,"['奇幻', '治愈']",9.7,556人评
2654,怪化猫,974787,28789,9170783,287915,"['奇幻', '治愈', '神魔']",9.8,7475人评
2655,CLANNAD 另一个世界 智代篇,129954,8111,673289,11006,"['校园', '治愈', '时泪', '催泪']",9.7,1486人评
2656,绝对防卫利维坦,68310,739,588517,16126,"['萌系', '奇幻', '魔法', '战斗', '游戏改']",9.2,190人评
2659,植木的法则,23989,454,406606,16759,['奇幻'],9.5,128人评
2660,我的妹妹不可能那么可爱 第一季,1580371,90328,24101098,1965341,"['萌系', '校园', '日常', '恋爱', '小说改']",9.2,6090人评
2661,我的妹妹不可能那么可爱 第二季,781257,113353,18888360,3179149,"['日常', '萌系', '校园', '小说改']",9.0,6655人评
2667,我女友与青梅竹马的惨烈修罗场,1416141,93191,27032365,1882485,"['校园', '恋爱']",9.0,6613人评
2668,小马宝莉 第一季,141017,5708,3174365,171785,['萌系'],9.8,1168人评
2669,小马宝莉 第二季,43024,3171,1921288,134036,['萌系'],9.7,506人评
2670,小马宝莉 第三季,37453,2302,1353245,50545,['萌系'],9.7,373人评
2671,小马宝莉 第四季,41259,3053,2129579,119189,['萌系'],9.7,505人评
2673,我的脑内选项正在全力妨碍学园恋爱喜剧,1259941,60598,36342060,1021357,"['搞笑', '校园', '恋爱']",9.4,5025人评
2676,境界线上的地平线,622061,13604,6990262,155577,"['科幻', '战斗', '小说改', '架空']",9.3,1449人评
2677,境界线上的地平线II,239042,7119,3126536,76751,"['战斗', '小说改', '热血', '奇幻', '架空']",9.6,1100人评
2678,轮回的拉格朗日,49434,387,365401,10935,"['科幻', '奇幻', '机战', '社团']",8.7,101人评
2680,男子高中生的日常,1780527,103428,28290121,1349934,"['搞笑', '校园', '日常', '漫画改']",9.8,16761人评
2681,男子高中生的日常 SP,147443,6290,6213851,30390,"['搞笑', '校园', '日常']",9.7,1381人评
2682,萝球社！,219876,6453,2072948,159472,"['校园', '萌系', '运动', '小说改', '萝莉']",9.1,553人评
2683,萝球社！SS,87176,4185,1169252,98253,"['萌系', '校园', '运动', '小说改']",9.3,395人评
2684,偶像大师,158563,5959,1909737,263604,"['校园', '音乐', '催泪', '偶像']",9.8,1379人评
2687,穿越时空的少女,424704,32281,1686393,43614,"['科幻', '催泪', '校园', '穿越']",9.5,3141人评
2688,秒速五厘米,1621666,81685,11374685,458225,"['催泪', '日常']",9.5,6810人评
2702,战斗妖精雪风,49851,1563,468029,9431,"['科幻', '战斗']",9.8,542人评
2708,黑塔利亚 Axis Powers,457584,13981,5754469,495149,"['萌系', '泡面', '声控', '日常', '历史']",9.5,1220人评
2712,黑塔利亚 The Beautiful World 第5期,127047,5139,1964111,175085,"['萌系', '日常', '声控', '泡面', '历史']",9.6,586人评
2717,女神异闻录4,215588,5055,2845236,83930,"['热血', '奇幻', '校园', '战斗', '声控', '神魔']",9.6,919人评
2719,枪与假面舞会,177425,3627,3322192,163318,"['奇幻', '战斗']",7.0,182人评
2720,青年黑杰克,246947,8096,6561870,239673,"['奇幻', '智斗', '职场']",8.8,317人评
2721,骇客娃娃,127476,4368,3078199,76357,"['萌系', '战斗']",9.4,422人评
2722,学战都市Asterisk,1511291,85329,69374029,1121154,"['校园', '奇幻', '战斗', '架空', '冒险']",8.1,2319人评
2724,对魔导学园35试验小队,720115,30366,21684206,519697,"['校园', '奇幻', '战斗']",8.5,1233人评
2726,全部成为F -THE PERFECT INSIDER-,255820,7781,4759618,111856,"['科幻', '智斗', '推理']",9.2,849人评
2729,温泉幼精箱根酱,119903,2412,3320390,33289,"['萌系', '日常', '奇幻']",8.4,117人评
2731,野良神,2024115,116915,27894045,1133877,"['奇幻', '战斗', '漫画改']",9.5,7680人评
2732,野良神 ARAGOTO,1809127,185960,88023716,1917705,"['奇幻', '战斗', '漫画改', '神魔']",9.5,7620人评
2733,不思议美眉,33999,1058,933264,7709,"['萌系', '搞笑', '日常']",9.4,100人评
2740,重装武器,596088,46109,26899730,671270,"['热血', '机战', '科幻', '战斗']",9.2,1804人评
2741,Concrete Revolutio 超人幻想 第一季,301057,12381,6438968,160006,"['热血', '奇幻', '战斗', '魔法', '架空']",9.6,854人评
2743,落第骑士英雄谭,1602470,182407,60159227,1809081,"['校园', '战斗', '架空', '冒险']",9.3,8588人评
2744,小森同学拒绝不了！,204331,4321,6322361,56499,"['校园', '日常', '萌系']",8.9,336人评
2745,彗星路西法,202908,4290,4879662,231270,"['奇幻', '架空', '冒险']",6.9,182人评
2746,Dance with Devils,232932,3676,5004369,349396,"['校园', '乙女']",8.1,201人评
2747,终物语,761286,36775,12850611,265466,"['奇幻', '小说改']",9.6,2179人评
2760,终结的炽天使 名古屋决战篇,1150075,65978,41155196,1489120,"['奇幻', '校园', '战斗']",8.6,2975人评
2762,请问您今天要来点兔子吗？？,883749,81268,15841995,743005,"['萌系', '日常', '美食', '萝莉']",9.7,4091人评
2764,绯弹的亚里亚 AA,459739,14833,11778624,448340,"['热血', '校园', '战斗']",7.9,665人评
2771,我们这一家 新篇,103636,8634,4583396,108690,['日常'],9.7,240人评
2774,牙狼 -红莲之月-,78933,3046,2439095,51566,"['热血', '奇幻', '战斗', '历史']",8.0,137人评
2776,双面骑士,59811,1071,567431,18232,"['智斗', '奇幻']",9.6,244人评
2783,狗与剪刀的正确用法,556458,21487,7083758,329072,"['搞笑', '奇幻']",9.0,2253人评
2791,黑白小姐 第三季,75928,1773,1143610,26161,"['日常', '泡面', '科幻', '偶像']",9.0,103人评
2793,K MISSING KINGS,299136,12336,5146876,176973,"['奇幻', '战斗', '声控']",9.3,932人评
2794,家有穆珂,84387,7598,2940976,107887,"['萌系', '泡面', '日常']",9.5,200人评
2796,不可思议星球的双胞胎公主 Gyu,55615,2056,462263,16200,"['奇幻', '战斗', '少女', '少儿', '魔法']",9.4,201人评
2800,玉响～毕业写真～,34853,2512,545591,8640,"['校园', '日常', '治愈']",9.7,162人评
2804,被狙击的学园,140951,3475,787267,27832,"['催泪', '奇幻', '校园', '日常', '穿越']",8.6,570人评
2820,阳光中的青时雨,126181,2376,536571,10468,"['治愈', '恋爱', '校园']",9.7,371人评
2825,花田少年史,32856,558,90351,3593,"['日常', '治愈', '时泪']",9.8,499人评
2840,米老鼠的黑白动画片生涯,45807,1361,518424,14651,['时泪'],9.5,290人评
2843,Fate/stay night [Unlimited Blade Works] 特典,875310,21818,7482573,109076,"['奇幻', '日常']",9.3,2015人评
2844,境界的彼方 -I'LL BE HERE- 未来篇,413081,41908,4214330,272737,"['日常', '奇幻', '治愈']",9.4,2504人评
2845,女神异闻录3 剧场版 #1 Spring of Birth,148570,3110,1199478,28791,"['科幻', '奇幻', '战斗', '校园']",9.4,306人评
2849,浪漫追星社,13116,162,25569,530,"['治愈', '日常', '社团']",9.4,123人评
2853,翼·年代记 鸟笼国的公主,46885,211,102422,750,"['奇幻', '热血', '架空', '穿越', '冒险']",9.2,145人评
2854,翼·年代记 东京默示录,68691,678,258160,3815,"['热血', '奇幻', '架空', '穿越', '冒险']",9.8,429人评
2855,翼·年代记 春雷记,63322,473,185597,2553,"['热血', '奇幻', '架空', '穿越', '冒险']",9.7,366人评
