position,salary,company_name,city,experience,education,company_type,company_scale
JAVA软件开发工程师,1.2-1.9万/月,深圳市泰久信息系统股份有限公司,深圳-福田区,3-4年经验,大专,上市公司,500-1000人
Java开发工程师（实习）,4-5千/月,杭州顺网科技股份有限公司,南京-玄武区,无工作经验,本科,上市公司,1000-5000人
高级Java开发工程师,0.8-1.5万/月,江西国泰利民信息科技有限公司,武汉-洪山区,3-4年经验,本科,国企,50-150人
Java开发工程师,0.8-1.5万/月,港华投资有限公司,苏州,3-4年经验,招1人,外资（非欧美）,10000人以上
java软件开发工程师,0.4-1万/月,山东恒宇电子有限公司,济南-历下区,2年经验,大专,民营公司,50-150人
Java开发工程师,0.9-1.5万/月,深圳智慧医保科技有限公司,深圳-南山区,3-4年经验,本科,民营公司,150-500人
JAVA工程师,1.5-2万/月,深圳市爱迪尔电子有限公司,深圳-南山区,无工作经验,大专,民营公司,150-500人
Java开发工程师,0.8-1.3万/月,中电科技（北京）有限公司,天津-滨海新区,3-4年经验,本科,国企,150-500人
Java开发工程师,1-2万/月,城云科技（中国）有限公司,杭州,无工作经验,招若干人,外资（欧美）,150-500人
Java开发工程师,0.8-1.5万/月,深圳市三诺数字科技有限公司,深圳-宝安区,3-4年经验,本科,民营公司,5000-10000人
Java软件工程师,3.5-4.5千/月,南京瑞�h科技有限公司,扬州,无工作经验,大专,民营公司,150-500人
JAVA软件工程师,1-1.5万/月,江苏慧眼数据科技股份有限公司,无锡,5-7年经验,大专,民营公司,50-150人
高级JAVA工程师,1-1.5万/月,广州市易彩乐网络科技有限公司,广州-海珠区,3-4年经验,本科,民营公司,50-150人
Java高级开发工程师,1-1.4万/月,重庆庆云石油工程技术有限责任公司,重庆-渝北区,5-7年经验,本科,民营公司,150-500人
Java中级开发工程师,3.5-8千/月,江西中新云农科技有限公司,赣州,3-4年经验,大专,民营公司,50-150人
Java开发工程师(带薪年假、扁平管理、学习气氛好),0.6-1.5万/月,湖南云蝶软件有限公司,株洲,无工作经验,本科,民营公司,少于50人
Java软件工程师,5-8千/月,海隆石油集团（上海）信息技术有限公司,廊坊,无工作经验,招2人,外资（欧美）,50-150人
Java高级工程师,0.9-1.5万/月,佛山市蠢材科技有限公司,佛山,3-4年经验,本科,民营公司,少于50人
Java开发实习生,4-6千/月,上海索辰信息科技有限公司,南京,无工作经验,本科,民营公司,50-150人
高级Java开发工程师(J21598),1-2万/月,京东方科技集团股份有限公司,合肥-新站区,5-7年经验,本科,上市公司,10000人以上
（急聘）Java开发工程师,1-1.5万/月,广东通莞科技股份有限公司,东莞-南城区,3-4年经验,大专,上市公司,150-500人
高级JAVA开发工程师(APP)(J20627),1.5-3万/月,京东方健康投资管理有限公司,北京-朝阳区,10年以上经验,本科,上市公司,500-1000人
软件开发工程师JAVA,6-8千/月,广西泰融信网络技术有限公司,柳州,2年经验,本科,民营公司,50-150人
Java电力系统高级研发人员,2-4万/月,广州东方电科自动化有限公司,广州-黄埔区,3-4年经验,本科,民营公司,
Java高级开发工程师（系统集成）,1.2-2万/月,南京奥拓电子科技有限公司,南京,5-7年经验,本科,民营公司,500-1000人
JAVA开发讲师,0.6-1.2万/月,福建恒科教育科技发展有限公司,福州-鼓楼区,无工作经验,本科,民营公司,150-500人
Java高级开发工程师 (职位编号：ga0010),1.5-2万/月,帝杰曼科技股份有限公司,温州,3-4年经验,本科,民营公司,50-150人
Java开发工程师,0.7-1.2万/月,深圳安道云科股份有限公司,东莞-松山湖区,3-4年经验,大专,民营公司,500-1000人

JAVA工程师,5-8千/月,广东南方网络电视传媒有限公司,广州-海珠区,2年经验,本科,国企,50-150人
Java软件工程师,0.8-1.2万/月,大族激光科技产业集团股份有限公司,深圳-南山区,2年经验,本科,上市公司,10000人以上
Java开发工程师,0.7-1.5万/月,上海东篱信息科技有限公司,上海-闵行区,2年经验,大专,民营公司,50-150人
Java开发工程师（厦门）,0.6-1.5万/月,浙江奥康鞋业股份有限公司,厦门,2年经验,大专,上市公司,10000人以上
资深JAVA架构师,0.8-2.5万/月,高顿财经,上海-虹口区,3-4年经验,本科,民营公司,5000-10000人
Java全栈工程师,0.8-1万/月,武汉中地数码科技有限公司,武汉,2年经验,本科,民营公司,1000-5000人
Java高级开发工程师,2-3万/月,广州云徙科技有限公司,广州-黄埔区,5-7年经验,本科,创业公司,500-1000人
Java开发工程师,1-1.5万/月,安徽斛兵信息科技有限公司,合肥-经开区,3-4年经验,本科,民营公司,少于50人
Java软件工程师,5-6千/月,上海纳儿电子科技有限公司,上海-静安区,1年经验,本科,民营公司,50-150人
JAVA开发（企业中台）,1-1.5万/月,浙江鸿程计算机系统有限公司,杭州-滨江区,3-4年经验,本科,国企,500-1000人
JAVA工程师[沧州],0.7-1.2万/月,河北华烨冀科信息技术有限责任公司,沧州,3-4年经验,本科,民营公司,50-150人
Java资深开发工程师,6-8千/月,湖南九云教育科技有限公司,湘潭,1年经验,本科,民营公司,150-500人
Java软件开发工程师,1-1.5万/月,杭州霆科生物科技有限公司,杭州,3-4年经验,本科,民营公司,50-150人
Java资深开发工程师,0.8-1.5万/月,常州昊泽信息科技有限公司,常州-武进区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,0.3-1万/月,中装捷顺智慧交通（江苏）有限公司,扬州,3-4年经验,大专,合资,少于50人
java软件开发工程师,1-1.5万/月,北京国泰星云科技有限公司,北京-朝阳区,2年经验,招3人,民营公司,50-150人
Java中级开发工程师,1-1.5万/月,浙江远东工业开发有限公司,杭州-萧山区,3-4年经验,本科,外资（非欧美）,50-150人
Java开发工程师,3-4.5千/月,沈阳亚熙信息技术有限公司,沈阳-和平区,3-4年经验,大专,民营公司,少于50人
软件工程师(C++/Java）,4-7千/月,昆明英派尔科技有限公司,昆明,2年经验,本科,民营公司,50-150人
Java高级开发工程师,2-2.5万/月,上海忠信徐企业管理有限公司,上海-普陀区,3-4年经验,本科,民营公司,150-500人
Java中级开发工程师,0.6-1万/月,航天信息江苏有限公司苏州分公司,苏州,2年经验,大专,国企,150-500人
对日软件工程师（JAVA方向）,4-8千/月,济南讯和信息技术有限公司,济南-高新区,2年经验,大专,合资,500-1000人
高级java研发工程师,10-15万/年,武汉联宇技术股份有限公司,武汉-江夏区,5-7年经验,本科,外资（欧美）,50-150人
JAVA开发工程师（核心产品）,6-8千/月,上海玉驰信息科技有限公司,宁波-江北区,2年经验,大专,民营公司,少于50人
Java资深开发工程师,2-2.5万/月,苏州食行生鲜电子商务有限公司,苏州,5-7年经验,本科,民营公司,1000-5000人
Java项目经理,1.5-2万/月,北京瑞和世纪科技有限公司,北京-海淀区,5-7年经验,本科,民营公司,50-150人
Java开发工程师,0.6-1.4万/月,重庆云飞通信技术有限公司,重庆-渝北区,3-4年经验,本科,民营公司,少于50人
Java中级开发工程师,0.8-1.2万/月,南京正大天晴制药有限公司,南京-栖霞区,3-4年经验,大专,合资,1000-5000人
JD-JAVA高级开发,1.2-1.8万/月,湖北圆心医药有限公司,武汉,5-7年经验,本科,民营公司,500-1000人
Java开发工程师,1.5-3万/月,上海绿地优鲜投资控股有限公司,上海-黄浦区,3-4年经验,本科,国企,1000-5000人
长春java高级工程师,0.6-1万/月,长春泽信科技有限公司,长春-朝阳区,5-7年经验,本科,民营公司,50-150人
Java技术经理（双休）,2.5-3.5万/月,广州市晴川高新技术开发有限公司,广州-天河区,无工作经验,本科,民营公司,50-150人
JAVA 工程师,3-5千/月,常州华龙通信科技股份有限公司,常州-钟楼区,2年经验,招若干人,上市公司,50-150人
Java开发工程师,2.5-5万/月,东莞市超耀光电有限公司,上海-宝山区,2年经验,大专,民营公司,50-150人
JAVA软件工程师,0.8-1万/月,苏州维莱科软件有限公司,苏州,2年经验,大专,民营公司,50-150人
Java开发工程师,0.8-1.5万/月,广东长天思源环保科技股份有限公司,佛山,2年经验,大专,上市公司,150-500人
Java开发工程师 (职位编号：SJ),0.7-1.3万/月,上海数慧系统技术有限公司,成都-高新区,无工作经验,大专,民营公司,150-500人
Java 软件工程师,0.8-1.5万/月,意欧斯智能科技股份有限公司,合肥-高新区,1年经验,本科,上市公司,50-150人
Java高级开发工程师,2-4万/月,上海邻客人力资源服务有限公司,上海-徐汇区,无工作经验,大专,民营公司,少于50人

Java中级工程师,7-8千/月,辽宁格林豪森服务集团有限公司,沈阳-和平区,2年经验,大专,民营公司,1000-5000人
Software Engineer II_Java (职位编号：1060916),2.5-5万/月,微软云和企业部门（C+E),上海,3-4年经验,招若干人,外资（欧美）,500-1000人
JAVA Developer Associate（应届生亦可）,1-1.4万/月,SAP Cloud Platform Project,上海,无工作经验,本科,外资（欧美）,1000-5000人
Java开发工程师,1-1.5万/月,上海朝熠企业管理咨询有限公司,上海,3-4年经验,大专,合资,50-150人
Java开发工程师,0.7-1.2万/月,江阴精英网络科技有限公司,南京,3-4年经验,本科,民营公司,少于50人
Java工程师（大数据方向）,0.8-1.2万/月,贵阳数海知库信息技术有限公司,贵阳,5-7年经验,大专,民营公司,少于50人
JAVA开发工程师,4-8千/月,惠州市通易软件科技有限公司,惠州,1年经验,大专,民营公司,少于50人
JAVA开发工程师,0.4-1.2万/月,北京睿信毅城科技有限公司,北京-昌平区,无工作经验,大专,民营公司,少于50人
Java开发高级工程师,0.8-1万/月,长沙市盛唐科技有限公司,长沙-岳麓区,3-4年经验,本科,民营公司,50-150人
JAVA WEB 开发工程师,1-2万/月,上海华美络信息技术有限公司,上海-浦东新区,2年经验,本科,民营公司,50-150人
中级Java开发工程师,0.6-1.2万/月,厦门金软网络科技有限公司,厦门,1年经验,大专,民营公司,少于50人
软件开发工程师（java、APP）,5.5-7千/月,山东天易信息技术有限公司,济南,2年经验,大专,民营公司,50-150人
Java开发工程师,0.8-1万/月,洛基英语,苏州-工业园区,3-4年经验,本科,民营公司,500-1000人
Java工程师,0.8-1.2万/月,浙江智物慧云技术有限公司,杭州-江干区,3-4年经验,本科,民营公司,少于50人
Java工程师,0.6-1万/月,重庆路丁科技有限公司,重庆-南岸区,3-4年经验,本科,民营公司,少于50人
Java开发工程师,1.2-1.8万/月,深圳市脉联电子有限公司,深圳-龙华新区,5-7年经验,本科,民营公司,50-150人
高级Java工程师,1.5-2.5万/月,慧科讯业（北京）网络科技有限公司,深圳-南山区,无工作经验,大专,外资（非欧美）,1000-5000人
JAVA安全开发,1.5-2.5万/月,上海斗象信息科技有限公司,北京-朝阳区,无工作经验,大专,创业公司,150-500人
Java软件工程师,3-8千/月,南京道有科技实业有限公司,南京-秦淮区,无工作经验,大专,民营公司,少于50人
Java高级开发工程师,2-2.5万/月,深圳市阿尔法智汇科技有限公司,深圳-宝安区,5-7年经验,本科,民营公司,少于50人
Java开发经理,1-1.5万/月,湖北风拓科技有限公司,武汉-东湖新技术产业开发区,2年经验,大专,民营公司,少于50人
项目经理（java高级工程师）,0.8-1.5万/月,四川省科欣医药贸易有限公司,成都-金牛区,5-7年经验,本科,民营公司,500-1000人
Java高级开发工程师,1.8-3万/月,上海讯轻信息科技有限公司,上海,无工作经验,本科,合资,50-150人
高级Java工程师,1.2-1.8万/月,深圳市星品优汇电子商务有限公司,深圳-南山区,5-7年经验,本科,民营公司,50-150人
Java研发工程师,3.8-5千/月,中科软股教育科技（北京）股份有限公司济南分公司,济南,1年经验,大专,民营公司,150-500人
java工程师（新华互联公司）,1.5-3万/月,新华书店总店,北京-西城区,3-4年经验,本科,国企,150-500人
Java高级开发工程师,1.5-3万/月,广州透真化妆品有限公司,广州,5-7年经验,大专,民营公司,150-500人
中高级Java全栈工程师,1.5-2.5万/月,上海音明信息技术有限公司,上海-浦东新区,3-4年经验,大专,民营公司,150-500人
Java高级开发工程师,1.5-2.5万/月,新智认知数据服务有限公司,南京-雨花台区,5-7年经验,大专,上市公司,1000-5000人
java软件工程师,1-1.5万/月,深圳市国电科技通信有限公司,北京-丰台区,3-4年经验,本科,国企,150-500人
Java高级开发工程师,2-2.5万/月,联动优势科技有限公司,北京,3-4年经验,本科,上市公司,500-1000人
项目经理/高级JAVA工程师（酒店产品方向）,1.5-1.8万/月,广州美亚尚途国际旅行社有限公司,广州-天河区,3-4年经验,大专,民营公司,150-500人
Java中级开发工程师,0.7-1.4万/月,美亚商旅集团,广州-天河区,3-4年经验,大专,民营公司,500-1000人
JAVA开发工程师,1-1.5万/月,南京优玛软件科技有限公司,南京-浦口区,3-4年经验,本科,民营公司,150-500人
Java后台开发工程师,1.3-2万/月,深圳云之家网络有限公司,深圳,3-4年经验,本科,合资,150-500人
