,position,salary,company_name,city,experience,education,welfare,company_type,company_scale,company_major,_id
1368,Java开发工程师,1-2万/月,深圳市雄帝科技股份有限公司,深圳-南山区,3-4年经验,本科,"五险一金,员工旅游,绩效奖金,年终奖金,股票期权,专业培训",民营公司,500-1000人,电子技术/半导体/集成电路,5dc8e91f5955fa04c54b9bcc
1369,高级Java开发工程师,1.5-2.5万/月,北京中经惠众科技有限公司,成都,5-7年经验,本科,"五险一金,带薪年假,零食下午茶,员工旅游",创业公司,50-150人,计算机软件,5dc8e9205955fa04c54b9bcd
1370,Java开发工程师,0.8-1万/月,镇江东翔网络科技有限公司,上海-黄浦区,无工作经验,招2人,"五险,餐饮补贴,绩效奖金,年终奖金,股票期权",民营公司,50-150人,计算机软件,5dc8e9215955fa04c54b9bce
1371,Java架构师,1.2-2万/月,湖南特能博世科技有限公司,长沙,5-7年经验,本科,"五险一金,员工旅游,绩效奖金,年终奖金,定期体检,生日福利,节日福利",民营公司,150-500人,计算机软件,5dc8e9225955fa04c54b9bcf
1372,Java开发实习生,3-5千/月,广州机智云物联网科技有限公司,广州-天河区,无工作经验,本科,"五险一金,员工旅游,交通补贴,专业培训,绩效奖金,弹性工作,定期体检",合资,50-150人,互联网/电子商务,5dc8e9235955fa04c54b9bd0
1373,高级java工程师,1.8-2.5万/月,浙江远东工业开发有限公司,杭州-萧山区,5-7年经验,本科,"员工旅游,绩效奖金,周末双休,节日福利,五险一金,年终奖金,包住宿,包吃",外资（非欧美）,50-150人,计算机软件,5dc8e9255955fa04c54b9bd1
1374,软件开发JAVA/COBOL（日语）,1.5-3万/月,大连滋德商务咨询有限公司,大连,1年经验,大专,,民营公司,少于50人,专业服务(咨询、人力资源、财会),5dc8e9265955fa04c54b9bd2
1375,Java开发工程师,0.5-1.5万/月,天通盛邦通信科技（苏州）有限公司,南京-浦口区,3-4年经验,大专,"周末双休,五险一金,节日福利,绩效奖金,年终奖金",民营公司,50-150人,通信/电信运营、增值服务,5dc8e9275955fa04c54b9bd3
1376,Java开发工程师（星沙）,0.8-1.2万/月,长沙湘计海盾科技有限公司,长沙-长沙县,3-4年经验,本科,"绩效奖金,年终奖金,六险二金,周末双休,人性化春节,福利性住宿,餐饮补贴,定期体检,免费班车,专业培训",国企,500-1000人,计算机硬件,5dc8e9285955fa04c54b9bd4
1377,Java开发工程师,6-8千/月,武汉索渭传媒有限公司,武汉-江汉区,无工作经验,招5人,,民营公司,少于50人,互联网/电子商务,5dc8e9295955fa04c54b9bd5
1378,Java初级开发工程师,5-8千/月,广东置信勘测规划信息工程有限公司武汉分公司,武汉-洪山区,无工作经验,本科,"五险一金,弹性工作,年终奖金,专业培训",民营公司,150-500人,计算机软件,5dc8e92a5955fa04c54b9bd6
1379,Java开发工程师,1.5-2万/月,深圳市华云中盛科技有限公司,北京-石景山区,5-7年经验,大专,"五险一金,专业培训,绩效奖金,年终奖金,通讯补贴,项目奖",民营公司,500-1000人,计算机软件,5dc8e92b5955fa04c54b9bd7
1380,Java开发工程师,1.8-2.5万/月,平湖波汇通信科技有限公司,上海-浦东新区,3-4年经验,本科,"带薪年假,交通补贴,定期体检,补充医疗保险,员工旅游,年终奖金,专业培训,13薪,试用期全额,上市企业",民营公司,150-500人,电子技术/半导体/集成电路,5dc8e92f5955fa04c54b9bd8
1381,JAVA/J2EE开发工程师（长沙）,0.8-1.5万/月,英立视数码电视集团,长沙,10年以上经验,大专,"五险一金,绩效奖金,年终奖金",外资（欧美）,150-500人,计算机软件,5dc8e9305955fa04c54b9bd9
1382,Java开发工程师,1-1.5万/月,畅行通科技有限公司,武汉-武昌区,3-4年经验,大专,"五险一金,员工旅游,年终奖金,弹性工作",民营公司,50-150人,互联网/电子商务,5dc8e9325955fa04c54b9bda
1383,Java中级开发工程师,0.8-1.3万/月,赞同科技股份有限公司,东莞,2年经验,本科,"五险一金,补充公积金,餐饮补贴,专业培训,定期体检,通讯补贴,年终奖金",民营公司,1000-5000人,计算机软件,5dc8e9335955fa04c54b9bdb
1384,Java开发工程师,0.8-1万/月,上海术源信息科技有限公司,上海-杨浦区,3-4年经验,本科,,民营公司,少于50人,计算机服务(系统、数据服务、维修),5dc8e9345955fa04c54b9bdc
1385,Java高级开发工程师,1-2万/月,深圳日浩会计师事务所,深圳-南山区,3-4年经验,大专,"五险一金,通讯补贴,专业培训,员工旅游,定期体检",民营公司,150-500人,会计/审计,5dc8e9365955fa04c54b9bdd
1386,Java开发工程师,1-1.5万/月,北京运联上和科技有限公司,北京-海淀区,3-4年经验,本科,,民营公司,150-500人,交通/运输/物流,5dc8e9375955fa04c54b9bde
1387,Java资深开发工程师（10K-15K+双休）,1-1.5万/月,武汉市丰谊商务国际旅行社有限公司,武汉-武昌区,5-7年经验,大专,"五险一金,员工旅游,交通补贴,通讯补贴,专业培训,出国机会,绩效奖金,年终奖金,定期体检",民营公司,150-500人,航天/航空,5dc8e9385955fa04c54b9bdf
1388,Java中级开发工程师,0.8-1.5万/月,成都易达数安科技有限公司,成都-高新区,5-7年经验,大专,"五险一金,交通补贴,通讯补贴,餐饮补贴,专业培训,定期体检",民营公司,150-500人,计算机服务(系统、数据服务、维修),5dc8e9395955fa04c54b9be0
1389,JAVA 开发工程师   双休,6-8千/月,江西小马机器人有限公司,南昌-南昌县,3-4年经验,本科,"周末双休,五险,交通补贴,定期团建",民营公司,少于50人,学术/科研,5dc8e93a5955fa04c54b9be1
1390,架构师（java）（实施中心）(001619) (职位编号：001619),2-3万/月,北京辰安科技股份有限公司,北京-海淀区,5-7年经验,本科,"五险一金,免费班车,员工旅游,交通补贴,餐饮补贴,通讯补贴,专业培训,绩效奖金,年终奖金,弹性工作",创业公司,少于50人,汽车及零配件,5dc8e93b5955fa04c54b9be2
1391,Java高级开发工程师,1-2万/月,光联集团,东莞-莞城区,3-4年经验,大专,"年终奖金,专业培训,周末双休,节日福利,员工旅游,定期体检",国企,500-1000人,计算机软件,5dc8e93c5955fa04c54b9be3
1392,Java开发工程师,4-6千/月,江苏婷好软件科技有限公司,南京,无工作经验,大专,,民营公司,150-500人,通信/电信/网络设备,5dc8e93d5955fa04c54b9be4
1393,Java开发工程师,1-1.5万/月,广州细刻网络科技有限公司,广州,3-4年经验,大专,"餐饮补贴,员工旅游,弹性工作,周末双休,下午茶,生日会",民营公司,50-150人,计算机软件,5dc8e93e5955fa04c54b9be5
1394,Java软件工程师,4.5-6千/月,南京三商电脑软件开发有限公司,南京,1年经验,大专,五险一金,民营公司,500-1000人,互联网/电子商务,5dc8e93f5955fa04c54b9be6
1395,Java开发工程师,6-8千/月,武汉风河信息科技有限公司,武汉-洪山区,2年经验,招1人,"五险一金,员工旅游,年终奖金,专业培训,绩效奖金,定期体检",外资（非欧美）,50-150人,计算机软件,5dc8e9415955fa04c54b9be7
1396,Java开发工程师,1.1-1.8万/月,重庆星华珈海科技有限公司,重庆-渝北区,3-4年经验,本科,"员工旅游,周末双休,五险,交通补贴,餐饮补贴,通讯补贴",民营公司,50-150人,计算机软件,5dc8e9425955fa04c54b9be8
1397,Java开发工程师,0.8-1.5万/月,UT斯达康（中国）股份有限公司,深圳-宝安区,3-4年经验,本科,"节日福利,五险一金,通讯补贴,餐饮补贴,定期体检,补充医疗保险,年终奖金",民营公司,150-500人,互联网/电子商务,5dc8e9435955fa04c54b9be9
1398,软件工程师（Java）,2.5-3万/月,太仓市同维电子有限公司,太仓,5-7年经验,本科,"五险一金,免费班车,专业培训,年终奖金,定期体检,包吃,包住宿",外资（非欧美）,150-500人,通信/电信/网络设备,5dc8e9445955fa04c54b9bea
1399,Java开发工程师,2-2.5万/月,合肥桦之鑫网络科技有限公司,合肥-包河区,3-4年经验,大专,,民营公司,1000-5000人,通信/电信/网络设备,5dc8e9455955fa04c54b9beb
1400,Java开发工程师 (智能交通项目）,0.8-1万/月,仁卅信息科技（上海）有限公司,上海,2年经验,本科,"做五休二,周末双休,带薪年假,五险一金,餐饮补贴,节日福利",民营公司,50-150人,计算机软件,5dc8e9465955fa04c54b9bec
1401,Java开发工程师,0.8-1.3万/月,湖南胜云光电科技有限公司,长沙,3-4年经验,本科,"五险,专业培训,周末双休,朝九晚五,节日福利,年终奖金,绩效奖金",外资（非欧美）,150-500人,计算机软件,5dc8e9485955fa04c54b9bed
1402,Java架构工程师,1-1.5万/月,东莞明信电子有限公司,东莞-东坑镇,1年经验,大专,五险一金,民营公司,50-150人,计算机软件,5dc8e9495955fa04c54b9bee
1403,中级Java开发工程师,0.8-1.2万/月,湖北楚天龙实业有限公司,广州,3-4年经验,大专,"五险一金,餐饮补贴,年终奖金,周末双休,带薪年假,出差补贴,补充医疗保险",外资（非欧美）,1000-5000人,电子技术/半导体/集成电路,5dc8e94a5955fa04c54b9bef
1404,中高级JAVA软件开发工程师,1-1.5万/月,广东掌讯信息科技有限公司,佛山-顺德区,3-4年经验,大专,"五险一金,绩效奖金,年终奖金,交通补贴,通讯补贴,餐饮补贴,员工旅游,专业培训",民营公司,500-1000人,多元化业务集团公司,5dc8e94b5955fa04c54b9bf0
1405,java实习生（用户体验）,100元/天,浙江大学华南工业技术研究院,广州-黄埔区,无工作经验,本科,"五险一金,员工宿舍,年终奖金,股票期权,住房补贴,下午茶",民营公司,50-150人,计算机软件,5dc8e94d5955fa04c54b9bf1
1406,Java中级开发工程师（金融）,1-1.5万/月,浙江金惠科技有限公司,深圳-南山区,3-4年经验,大专,"五险一金,餐饮补贴,通讯补贴,定期体检,年终奖金,交通补贴",事业单位,150-500人,学术/科研,5dc8e94f5955fa04c54b9bf2
1407,Java开发工程师,1-1.6万/月,深圳市中诚金服信息科技管理有限公司,深圳-福田区,3-4年经验,大专,"五险一金,员工旅游,年终奖金",民营公司,50-150人,计算机软件,5dc8e9505955fa04c54b9bf3
1408,JAVA工程师,0.8-1万/月,深圳市普路通供应链管理股份有限公司,深圳,1年经验,本科,"带薪年假,五险一金,全勤奖,节日福利,专业培训,加班补贴,高温补贴,通讯补贴",民营公司,500-1000人,金融/投资/证券,5dc8e9515955fa04c54b9bf4
1409,高级JAVA,2-3万/月,深圳市采集科技有限公司,深圳-福田区,8-9年经验,本科,,上市公司,150-500人,通信/电信运营、增值服务,5dc8e9525955fa04c54b9bf5
1410,Java开发工程师,1-2万/月,深圳市电子商务安全证书管理有限公司,深圳,5-7年经验,本科,"五险一金,绩效奖金,定期体检,员工旅游",国企,150-500人,计算机软件,5dc8e9585955fa04c54b9bf6
1411,Java初级工程师,0.6-1.2万/月,深圳云步互娱网络科技有限公司,深圳-南山区,1年经验,本科,"周末双休,带薪年假,节日福利,国外团建,定期体检",民营公司,50-150人,网络游戏,5dc8e95a5955fa04c54b9bf7
1412,Java开发工程师,0.8-1万/月,广西小虎牙科技有限公司,柳州,2年经验,大专,,民营公司,少于50人,计算机软件,5dc8e95b5955fa04c54b9bf8
1413,(急)高级Java开发工程师,1.5-2万/月,广州恒利信息科技有限公司,广州-黄埔区,5-7年经验,大专,"五险一金,员工旅游,专业培训,弹性工作,周末双休,年终奖金,定期体检,通讯补贴",合资,150-500人,计算机软件,5dc8e95c5955fa04c54b9bf9
1414,高级Java开发工程师,1-1.6万/月,深圳市理诚科技有限公司,长沙-雨花区,5-7年经验,本科,"五险一金,补充医疗保险,年终奖金,员工旅游,定期体检,周末双休,带薪年假,节假日福利",民营公司,50-150人,互联网/电子商务,5dc8e95d5955fa04c54b9bfa
1415,Java开发工程师,2-4万/月,竹间智能科技（上海）有限公司,上海,5-7年经验,招10人,"餐饮补贴,年终奖金,弹性工作,六险一金",外资（欧美）,150-500人,互联网/电子商务,5dc8e95e5955fa04c54b9bfb
1416,Java开发工程师,2-2.5万/月,深圳市凌雄租赁服务有限公司,深圳-福田区,3-4年经验,大专,"弹性工作,带薪年假,五险一金,包住宿,绩效奖金,节日福利",民营公司,500-1000人,计算机服务(系统、数据服务、维修),5dc8e9605955fa04c54b9bfc
1417,Java开发工程师,1.5-2万/月,深圳市竞数科技有限公司,深圳-南山区,3-4年经验,本科,,外资（非欧美）,少于50人,计算机软件,5dc8e9615955fa04c54b9bfd
1418,Java技术总监,1.5-2万/月,广州建软科技股份有限公司,广州-黄埔区,5-7年经验,本科,"五险一金,年终奖金,绩效奖金,员工旅游,交通补贴,餐饮补贴,专业培训,股票期权,项目提成,项目奖金",民营公司,50-150人,计算机软件,5dc8e9625955fa04c54b9bfe
1419,java开发工程师,0.6-1.2万/月,安徽中科美络信息技术有限公司,合肥-高新区,无工作经验,本科,,民营公司,150-500人,互联网/电子商务,5dc8e9635955fa04c54b9bff
1420,Java开发工程师,1.5-2万/月,上海柏维信息技术有限公司,上海-长宁区,5-7年经验,本科,"五险一金,补充医疗保险,定期体检,年终奖金,带薪年假,节日福利,人才推荐奖,司龄礼物,生日礼物,季度团建",合资,50-150人,计算机软件,5dc8e9645955fa04c54b9c00
1421,Java开发工程师,6-8千/月,四川联深泰科技有限公司,成都-高新区,3-4年经验,本科,"餐饮补贴,交通补贴,五险一金,年终奖金,专业培训",上市公司,500-1000人,互联网/电子商务,5dc8e9655955fa04c54b9c01
1422,中级Java开发工程师/长春,6-8千/月,江苏尚博信息科技有限公司,长春,3-4年经验,大专,"五险一金,年终奖金,周末双休",民营公司,少于50人,通信/电信/网络设备,5dc8e9665955fa04c54b9c02
1423,Java高级开发工程师,1.2-2万/月,上海盖诺电子有限公司,上海-徐汇区,5-7年经验,本科,"五险一金,年终奖金,专业培训,绩效奖金",民营公司,50-150人,计算机软件,5dc8e9675955fa04c54b9c03
1424,JAVA开发工程师,0.8-1.5万/月,西安海润通信技术有限公司,西安,3-4年经验,大专,,民营公司,50-150人,计算机服务(系统、数据服务、维修),5dc8e9685955fa04c54b9c04
1425,JAVA大数据开发助理,0.7-1.2万/月,河南博堂电子科技有限公司,郑州-二七区,1年经验,大专,,民营公司,50-150人,通信/电信/网络设备,5dc8e9695955fa04c54b9c05
1426,Java初级开发工程师,3.5-5.5千/月,深圳市众博企业服务有限公司,深圳-龙华新区,无工作经验,本科,"包住宿,节日福利,五险一金,员工旅游,绩效奖金",民营公司,50-150人,计算机软件,5dc8e96a5955fa04c54b9c06
1427,Java中级工程师,7-8千/月,大连同达企业管理有限公司,大连,3-4年经验,大专,"五险一金,年终奖金,周末双休,带薪年假",民营公司,50-150人,互联网/电子商务,5dc8e96c5955fa04c54b9c07
1428,Java开发工程师,1-1.5万/月,北京嘉和美康信息技术有限公司,北京-丰台区,2年经验,本科,,民营公司,10000人以上,餐饮业,5dc8e96e5955fa04c54b9c08
1429,Java开发工程师,1.5-2.5万/月,杭州美创科技有限公司,杭州,3-4年经验,大专,"五险一金,绩效奖金,年终奖金,弹性工作,定期体检,餐饮补贴",民营公司,1000-5000人,计算机软件,5dc8e9705955fa04c54b9c09
1430,高级java开发工程师(J10698),1.3-1.7万/月,易视腾科技股份有限公司,无锡,无工作经验,招若干人,"五险一金,补充医疗保险,通讯补贴,绩效奖金,年终奖金,定期体检",民营公司,150-500人,计算机软件,5dc8e9715955fa04c54b9c0a
1431,Java开发工程师,1.3-2万/月,上海眼控科技股份有限公司,上海-徐汇区,3-4年经验,本科,"五险一金,餐饮补贴,出国机会,绩效奖金,年终奖金,定期体检,员工旅游",民营公司,500-1000人,计算机软件,5dc8e9725955fa04c54b9c0b
1432,Java高级开发工程师,1.5-2万/月,深圳市爱能森新能源互联网科技有限公司,南京-雨花台区,5-7年经验,本科,"五险一金,交通补贴,餐饮补贴,弹性工作",民营公司,150-500人,计算机软件,5dc8e9735955fa04c54b9c0c
1433,Java开发经理,1.5-2万/月,江苏金太阳纺织科技股份有限公司,南通,3-4年经验,本科,"五险一金,绩效奖金,年终奖金,免费班车,免费食宿,定期体检",民营公司,1000-5000人,汽车及零配件,5dc8e9745955fa04c54b9c0d
1434,Java架构师,1.5-3万/月,永安行科技股份有限公司,成都,3-4年经验,本科,"公司重大项目,专业培训,弹性工作,绩效奖金",民营公司,少于50人,计算机软件,5dc8e9765955fa04c54b9c0e
